Ticker,AAPL,AAPL,AAPL,AAPL,AAPL,MSFT,MSFT,MSFT,MSFT,MSFT,GOOG,GOOG,GOOG,GOOG,GOOG,AMZN,AMZN,AMZN,AMZN,AMZN,XOM,XOM,XOM,XOM,XOM,TLT,TLT,TLT,TLT,TLT,SPY,SPY,SPY,SPY,SPY
2018-02-06,38.4632,38.8003,36.8877,37.5198,190437928.0,85.8769,86.0313,84.049,85.2804,18902375.0,48.5123,49.1761,47.5645,47.8556,20900946.0,58.6134,60.0384,57.8311,58.5039,23571044.0,74.9523,76.1451,73.9627,74.8199,9722688.0,132.0222,132.3044,131.2505,131.6488,10382705.0,254.4222,255.7196,250.8996,252.4555,78516833.0
2018-02-07,37.7368,37.9749,36.0893,36.5583,230845863.0,85.6116,86.3485,82.8753,83.4388,115473723.0,47.6055,47.8825,46.9881,47.3661,22657264.0,58.6732,59.4014,56.6224,57.5633,102527258.0,74.5433,75.5548,71.4683,72.7922,70813725.0,131.6986,134.3799,131.4467,132.4472,12343977.0,252.1669,254.1378,247.1119,248.3183,269284591.0
2018-02-08,36.6995,37.4075,35.8101,36.0201,166589287.0,82.9786,84.2364,82.3466,82.7634,24273731.0,47.5743,48.6127,46.0462,46.9809,28680686.0,57.6314,58.0438,55.5076,56.2277,102127747.0,72.693,72.9731,72.2731,72.841,8047864.0,132.134,134.3878,131.3799,133.4877,18856552.0,248.5647,250.8681,243.5127,246.8858,84191105.0
2018-02-09,36.0254,36.9419,35.5917,36.7238,129297986.0,83.342,83.8824,80.0654,82.6648,12596480.0,46.8981,46.9959,46.5318,46.771,18840766.0,56.1899,57.8619,55.6621,56.7321,40766712.0,72.5918,74.852,71.8032,73.6903,16334752.0,132.7319,134.5808,130.8442,133.8886,9925140.0,246.0859,252.2741,245.26,250.3581,185726834.0
2018-02-12,36.7543,37.3922,35.8924,37.1236,104064331.0,81.9567,85.3314,81.1185,84.2743,69989727.0,47.0293,48.078,46.8531,47.8625,95314304.0,56.6517,58.3736,55.1257,58.2077,121847012.0,73.391,75.157,71.7858,73.7699,7620686.0,134.3226,135.3221,133.8496,134.0883,7388312.0,249.3422,256.3497,245.025,252.9053,99388187.0
2018-02-13,37.3315,38.2241,36.7144,36.997,68349417.0,84.7571,85.2266,83.2545,83.6746,49477966.0,48.1658,48.5277,47.3224,47.676,18453968.0,58.2484,60.1308,57.4413,59.5464,104522505.0,73.4909,74.0929,71.4241,71.6011,79472743.0,134.4672,137.2616,134.2336,135.115,12596067.0,253.3095,254.8429,248.1491,250.453,104180407.0
2018-02-14,37.1116,37.2916,36.1916,36.7182,87363622.0,83.7408,84.8124,83.3133,84.2187,35445043.0,47.7976,48.0218,47.6091,47.7523,23102737.0,59.4295,59.8182,58.0231,58.8499,63560534.0,71.4213,72.4783,70.3156,70.7472,16015138.0,134.9014,137.6618,134.1232,136.1617,18424146.0,251.061,253.721,248.7073,249.1968,71464739.0
2018-02-15,36.7211,37.3976,36.3875,36.8866,102974498.0,84.0451,84.6933,83.6235,84.5345,17926748.0,47.5032,48.0655,46.6129,47.5846,11944850.0,58.8696,61.2653,57.9667,60.4773,128082593.0,71.3415,71.8908,71.0147,71.5401,38647952.0,136.1316,136.4236,132.5023,133.3777,77584885.0,249.8623,253.1078,248.2755,251.2107,101693356.0
2018-02-16,37.1292,37.5156,35.8179,36.4862,79711324.0,84.0461,85.2278,82.7609,84.6846,15360435.0,47.495,47.6354,46.99,47.0753,16194168.0,60.4632,61.2123,59.4481,60.0648,38363190.0,71.523,72.1526,70.9664,71.8832,17712892.0,133.4476,135.2825,132.6553,134.7097,19847749.0,250.9051,252.1869,248.2932,249.6431,114057999.0
2018-02-19,36.6175,36.8314,34.8435,34.911,640000000.0,84.485,86.1604,81.5569,81.8279,184382197.0,47.3344,47.4219,46.064,46.4847,48529808.0,59.6546,61.197,59.2249,60.8209,66728874.0,71.4862,73.1616,71.3427,72.1484,15488584.0,134.9115,135.4628,132.9729,133.2068,25773042.0,249.3115,251.139,246.9781,249.8008,52805061.0
2018-02-20,34.9484,36.4752,34.7764,36.2701,640000000.0,81.7752,85.7227,80.8356,84.8725,212148724.0,46.8667,47.4662,46.7053,47.1658,32644154.0,60.669,62.7321,60.0732,62.2464,107753384.0,71.9937,75.3329,71.1757,74.4989,82924389.0,133.7633,135.8107,130.228,131.4996,35285774.0,249.7984,257.1615,246.976,256.5211,600000000.0
2018-02-21,36.1968,37.0568,35.8628,36.797,118583896.0,84.9377,85.3715,84.761,84.89,19159750.0,47.1778,47.6945,46.8464,47.3487,18854544.0,62.1704,62.4913,59.5661,60.1465,257113561.0,74.8096,74.9797,72.7594,73.5429,20585642.0,131.0685,131.6523,129.8946,131.1478,5952913.0,255.7997,256.6495,253.5082,255.0119,88513695.0
2018-02-22,36.708,38.0446,36.4499,37.9007,519258309.0,85.3745,85.5969,84.525,85.3236,22319579.0,47.2954,47.8485,47.0022,47.6842,23803847.0,60.6773,61.621,60.2643,60.9373,50633960.0,73.3319,76.9501,72.008,75.7266,59156159.0,131.3706,132.2722,127.8767,128.8036,49190141.0,255.4923,260.71,254.1567,259.4336,297363418.0
2018-02-23,37.8445,38.0844,37.2672,37.9363,45120373.0,85.3483,86.2729,83.4731,84.526,25496136.0,47.4543,48.1379,47.1109,47.696,15160706.0,60.8912,61.694,60.3114,60.8581,29280858.0,76.1893,76.6937,73.7589,74.9792,32350968.0,128.8746,130.507,127.4478,128.9392,5851357.0,259.2159,260.9153,256.6432,258.1628,58743568.0
2018-02-26,38.0128,38.1576,37.6303,38.0412,53276409.0,84.6325,85.7709,84.2132,85.2859,23314357.0,47.4686,48.9492,47.1448,48.7514,60585442.0,60.9367,61.9762,60.5279,60.6321,43388290.0,75.296,79.1401,74.4634,77.6683,144000000.0,128.7736,130.5353,125.4621,126.2164,66777144.0,258.1141,258.721,247.7973,249.4507,600000000.0
2018-02-27,38.1817,38.5818,37.8154,38.4672,93531950.0,85.4036,86.8346,85.1502,86.1937,65575016.0,48.7979,49.1716,48.1082,48.8636,12798293.0,61.2515,61.4356,60.4978,60.9498,40010249.0,77.6065,78.1077,77.1983,77.3589,15657114.0,126.4731,126.8999,124.3982,125.3539,12232090.0,249.3267,255.13,246.4068,251.2134,81760794.0
2018-02-28,38.223,39.5896,37.8736,38.7396,51615172.0,86.0826,87.3871,84.6524,85.9966,23578286.0,49.004,50.6039,48.8944,49.3703,22572589.0,60.4967,62.9859,60.3049,61.4168,25118397.0,77.1513,78.6301,76.6128,78.4781,27455737.0,125.3188,127.0263,123.5841,125.8912,14421960.0,251.5797,254.187,250.7186,251.9096,59345426.0
2018-03-01,38.4085,38.4931,38.0889,38.3879,98785901.0,85.9315,86.8591,84.9098,85.3634,23343126.0,49.0705,50.1192,48.4857,49.5908,22114683.0,60.9732,61.489,60.8422,61.3911,29139751.0,78.1732,79.1473,76.5231,78.5005,9154146.0,125.8657,128.4105,125.4947,127.5186,33030083.0,252.1141,254.7202,247.8104,251.2049,71255097.0
2018-03-02,38.2272,38.5375,37.6022,38.1026,84844893.0,85.3274,85.9386,83.9634,85.797,32799486.0,49.7595,50.8088,49.0802,49.7632,21458250.0,61.1658,62.974,60.8674,62.561,61362963.0,78.5624,80.235,77.4491,79.7442,35464320.0,127.6195,128.4805,126.2927,128.2553,9932253.0,252.5661,255.3901,251.4142,253.8839,163466921.0
2018-03-05,38.0342,38.9258,37.9666,38.1457,46188392.0,86.0089,86.8857,84.9503,86.4916,22817098.0,50.0436,51.0608,49.5819,49.8221,14055516.0,62.4626,63.3028,62.1985,63.0498,32125707.0,79.8798,80.4227,78.7666,79.6785,15645505.0,128.1074,129.6972,127.3179,128.3266,7370425.0,253.6075,256.6173,252.5393,254.9934,52544320.0
2018-03-06,38.3474,39.4679,35.9571,36.5662,640000000.0,86.1813,88.3544,85.8296,87.6096,42331228.0,49.9509,50.502,49.1274,49.4164,21514043.0,62.9807,63.514,61.1063,62.0885,74084606.0,80.1169,82.3801,79.9711,80.9048,35519330.0,128.5383,130.1304,127.603,129.4958,21581509.0,256.2927,257.0971,239.1862,242.3434,600000000.0
2018-03-07,36.521,37.1893,36.418,37.0018,88093867.0,87.4351,89.5336,87.0187,88.3138,28490479.0,49.752,50.4138,49.0446,49.3343,17865975.0,61.9389,63.5749,61.7617,62.4933,29279218.0,81.023,81.7026,79.8068,80.3301,12608516.0,129.3662,130.9584,126.8021,130.5946,16464484.0,241.102,245.3399,239.6043,242.8345,79534324.0
2018-03-08,37.0434,37.1045,35.9449,36.4946,72857555.0,88.4378,88.8931,86.521,87.2267,44282709.0,49.4062,50.5725,47.991,49.0229,15065246.0,62.1301,62.3404,60.836,61.4134,56600726.0,80.2143,81.3128,76.8319,78.9501,29033130.0,131.152,131.7577,130.2535,131.2544,8698071.0,243.1717,243.8548,238.1324,240.2857,196331126.0
2018-03-09,36.5619,36.7723,36.132,36.1972,123253410.0,86.8578,87.6812,85.762,86.343,28263512.0,49.0963,49.869,48.5494,48.7609,33083387.0,61.6967,61.9487,59.7189,59.8681,124469188.0,79.3956,80.1902,76.5989,77.006,68997091.0,131.33,131.8663,129.7665,130.6832,8431973.0,239.2081,242.2964,235.7947,237.5325,167377792.0
2018-03-12,36.0342,36.7835,35.7715,36.4239,86449458.0,86.3816,89.0441,85.5326,88.0654,76583938.0,48.83,50.2033,47.8635,49.7904,71009707.0,59.7398,61.0562,58.8419,60.7293,52469851.0,77.2648,77.7312,77.1069,77.344,10971961.0,130.4627,134.52,128.5186,133.1174,39868867.0,236.844,241.1608,236.1092,240.3171,131220611.0
2018-03-13,36.6592,37.2027,36.1406,36.2665,68941623.0,87.8764,88.0198,84.4474,85.2443,127100637.0,50.0683,50.7909,48.8303,49.3115,26763970.0,61.0701,61.517,59.2723,60.869,19013257.0,77.1266,79.2196,76.6709,79.06,43832919.0,133.221,133.975,132.6324,133.0102,12376528.0,239.6541,244.3925,239.1626,241.0787,53462384.0
2018-03-14,36.1603,36.9254,35.8497,36.7385,97222749.0,85.414,86.352,84.7916,85.6445,21411079.0,49.4202,50.2994,48.151,49.7401,31827605.0,60.5772,61.7408,59.9986,61.3511,46826937.0,79.0331,80.1639,78.8166,79.4768,21182604.0,133.3422,133.7981,129.8686,131.7616,13139086.0,240.3605,246.1414,237.3648,242.7183,66016630.0
2018-03-15,36.9921,37.5514,36.1285,37.0908,91543499.0,86.109,88.6665,85.7589,87.5241,120209451.0,49.6323,51.9145,49.2703,50.9467,93003328.0,61.9218,64.5629,61.8193,64.1586,360000000.0,79.692,81.7234,78.2808,79.0399,13675920.0,131.2397,132.8469,130.1574,132.432,8807323.0,242.3003,246.5306,239.9966,246.0961,187631162.0
2018-03-16,37.0702,38.9578,36.7926,38.5808,467014921.0,87.3367,89.7237,86.4641,89.1278,84860948.0,51.0351,51.8467,50.6777,51.5927,36627587.0,63.6557,65.1695,62.4526,65.0529,74573987.0,79.1387,79.4848,76.0217,77.361,32120808.0,132.8555,134.7767,129.5789,131.2365,19272683.0,247.6361,249.5161,243.4137,248.295,102339368.0
2018-03-19,38.5234,39.1376,38.0505,38.7126,52346258.0,89.3941,90.4106,89.2564,89.6685,21933870.0,51.6843,53.5847,51.4751,52.8261,48295401.0,65.0484,66.8164,64.787,66.5099,80525548.0,77.0425,77.2457,76.4236,76.9164,31004837.0,131.3491,131.7007,129.0064,129.8423,14875357.0,247.6778,251.5898,246.95,250.4222,99162080.0
2018-03-20,38.5235,39.0677,37.2778,37.8503,162181176.0,89.7393,91.1162,89.1025,90.0454,15477731.0,52.7802,53.5295,52.1133,53.2206,26225705.0,66.1969,67.4296,66.0704,66.6342,30812911.0,76.9718,78.4297,74.1481,74.632,118070546.0,129.8323,132.6173,129.1838,131.8905,31774091.0,249.2792,249.8854,245.6121,248.2274,78376943.0
2018-03-21,37.8832,38.8173,37.5925,38.7151,218010407.0,89.9095,91.4845,88.6331,89.9306,10513819.0,53.4439,53.9088,52.5169,53.2208,19748987.0,66.6454,68.1266,65.969,66.966,29921871.0,74.4258,75.6952,74.1423,75.0328,14394799.0,131.6626,131.9647,130.0842,131.0308,14764381.0,248.5751,252.0362,247.9928,249.8677,104895301.0
2018-03-22,39.1019,39.5078,37.3813,38.0218,189117861.0,89.9329,91.3137,88.0126,88.7352,53261270.0,53.2408,53.8476,52.5386,52.6279,27135666.0,66.6569,67.0357,65.6019,66.4695,28856473.0,75.0523,75.5344,74.4556,75.4042,14158798.0,131.1455,132.7726,127.7857,129.9387,18769216.0,250.0394,251.4407,246.4441,247.2643,139502415.0
2018-03-23,38.0912,39.1547,37.9395,38.9179,164843868.0,89.1898,91.8915,87.6784,90.4612,76607323.0,52.7801,53.3684,52.4592,53.1125,34125286.0,65.7992,69.1178,65.5301,68.8492,191206831.0,75.004,76.5022,74.0545,76.1281,11689985.0,129.6497,132.3829,129.2966,130.9125,17748983.0,248.8227,252.9989,246.5474,250.8537,212042514.0
2018-03-26,38.9644,40.9403,38.3004,40.3892,640000000.0,90.4,95.9661,90.1428,94.6946,240000000.0,53.2235,55.6676,52.3363,54.7804,163472080.0,68.5957,73.6127,67.5963,72.2662,264422137.0,75.8509,78.4132,75.5247,78.0077,53473429.0,130.258,132.5067,128.9292,131.671,15667081.0,250.8247,261.5637,249.3916,257.6629,448258448.0
2018-03-27,40.2707,41.412,39.9006,40.912,110707557.0,95.1839,97.7272,93.3404,96.5921,113933558.0,54.6179,55.2392,53.9925,54.5468,20196542.0,72.8132,73.9737,71.0689,71.9531,24980209.0,78.6809,80.4501,74.059,75.9389,58774463.0,131.4346,132.1788,130.6263,131.313,9016041.0,255.9975,262.2724,251.4757,258.4857,39470248.0
2018-03-28,41.0189,42.5421,40.7607,42.0425,332780891.0,96.5465,99.2369,94.254,98.4674,74037809.0,54.3285,56.6621,54.209,56.4967,187689284.0,71.6139,73.064,71.296,72.6053,30356746.0,75.8064,76.4288,74.3712,74.7201,33121821.0,131.2228,131.4276,130.3041,130.6773,9878950.0,258.1727,263.2785,256.7428,261.8666,123709842.0
2018-03-29,42.0717,43.0333,41.8926,42.0502,41842137.0,97.9213,101.3129,96.0504,96.4008,87741924.0,56.3315,56.499,55.2505,55.8358,37373498.0,72.7799,73.7781,70.2973,70.5796,156674256.0,75.0616,76.5843,74.4479,75.2461,24810055.0,130.8794,132.0741,130.2731,131.3209,13252688.0,261.5348,262.4963,257.6922,258.9504,163374381.0
2018-03-30,42.0385,42.1224,41.6055,41.7024,92111824.0,96.3451,96.5694,93.3967,94.8336,40481009.0,55.8173,57.0732,54.7658,55.1897,35719552.0,70.5815,70.737,69.7267,70.5007,28520722.0,75.2074,75.3249,72.4602,73.8196,44823499.0,131.2486,133.5281,129.89,132.2548,21676611.0,258.0469,259.0194,253.9263,255.8823,128579489.0
2018-04-02,41.7935,42.1178,39.9928,40.282,389866089.0,94.2788,95.8847,92.5878,93.9117,52013111.0,55.5505,56.3481,53.9818,54.1023,94588105.0,70.3494,72.0792,68.6092,69.0789,59018642.0,73.4569,73.9042,71.258,72.1004,92249037.0,131.8738,135.7902,130.7808,135.272,96000000.0,255.4746,257.4365,251.1704,252.1107,152990095.0
2018-04-03,39.9607,40.6642,39.3019,39.8181,63400175.0,93.7943,94.7297,93.1139,93.413,23709972.0,54.0918,54.1914,53.0559,53.6975,30289901.0,69.749,69.981,67.6426,68.3777,58060327.0,71.7822,73.1094,71.0911,72.5178,10636803.0,135.0468,137.5925,134.2897,136.4804,15299351.0,252.0038,253.4793,247.1754,250.5591,93159313.0
2018-04-04,39.8005,40.2679,39.2306,39.4457,57850264.0,93.2822,93.5951,91.7429,92.5803,26557342.0,53.7797,53.974,51.9276,52.0325,164572782.0,68.2762,68.4865,65.3893,66.069,187861910.0,72.2828,76.2467,71.9724,73.6528,20960881.0,136.4875,139.9849,135.7089,139.089,73157217.0,250.5159,252.4258,247.3641,247.8265,121145684.0
2018-04-05,39.238,40.2319,38.7752,39.8791,81440292.0,93.2449,94.0249,92.7067,93.5822,39382953.0,52.2189,55.1709,51.2399,54.2035,200000000.0,66.1219,68.5748,65.4851,68.3159,158035171.0,74.3028,75.2463,73.1383,73.9736,18528042.0,139.3155,140.1587,136.9482,137.2213,37876670.0,246.8586,250.9955,245.8299,250.6166,147754608.0
2018-04-06,39.8842,40.2033,39.7011,40.0529,39437577.0,94.177,95.8428,92.8,93.1374,39027595.0,54.1239,54.6381,52.9627,53.3451,52742854.0,68.3435,69.1594,67.032,67.3756,38057136.0,73.9036,74.0275,72.4091,72.7058,35978002.0,137.5027,140.2251,136.4778,139.6739,39839989.0,251.0499,252.5022,246.1997,249.0512,61934054.0
2018-04-09,39.9252,40.379,38.3567,40.0777,67472474.0,93.1688,95.1459,91.992,94.6428,95269898.0,53.2546,55.0806,52.5159,53.8346,15927442.0,67.8788,68.6552,67.1537,67.3213,21278101.0,72.7598,75.07,72.456,74.5782,71527493.0,139.1954,141.115,138.1324,140.1905,9642180.0,250.2088,251.7592,248.2752,250.6866,81729324.0
2018-04-10,39.962,40.0704,39.6486,39.9737,51318844.0,95.0952,96.1883,92.9534,93.6395,29098266.0,54.067,54.705,52.54,52.7316,60733772.0,66.8463,68.0542,66.3872,67.2838,24709704.0,74.7867,76.9676,74.1324,76.561,67100730.0,140.2086,141.5776,137.2448,138.4271,34249490.0,250.886,253.7417,249.7173,250.9319,63740818.0
