Date,MKT-RF,SMB,HML,RMW,CMA,MOM,LowVol,RF
2018-02-08,-0.006061,0.00378,0.007689,0.001081,0.00039,-0.012856,0.000408,8.2e-05
2018-02-09,0.012744,0.004645,-0.007522,-0.005493,-0.006734,0.005068,-0.004724,7.7e-05
2018-02-12,0.010471,-0.002834,-0.00678,9.4e-05,-0.001608,0.001668,-0.00271,7.8e-05
2018-02-13,-0.011104,0.0035,0.012833,-0.001518,0.003731,-0.010161,0.002044,8.3e-05
2018-02-14,-0.003828,0.011737,-0.005613,0.000174,-0.011996,0.005253,-0.000273,7.9e-05
2018-02-15,0.008931,-0.001325,0.003218,0.004841,0.00031,-0.014353,0.004866,8.2e-05
2018-02-16,-0.005939,-0.005003,0.008121,0.002253,0.004932,-0.00241,-0.003942,7.8e-05
2018-02-19,0.001144,0.001956,-0.004004,-0.005879,0.00459,0.004424,-0.008002,8.4e-05
2018-02-20,0.026774,0.002956,-0.001381,-0.004138,-0.003674,0.002696,-0.003318,6.7e-05
2018-02-21,-0.006386,0.00039,0.00521,0.002254,0.001826,0.002365,0.00238,8e-05
2018-02-22,0.016388,0.00184,0.010031,0.003047,-0.001349,0.006564,0.003032,7.6e-05
2018-02-23,-0.00387,0.006163,0.007731,-0.007001,0.0022,-0.008318,-0.003919,7.2e-05
2018-02-26,-0.033103,0.006449,-0.001222,-0.007991,-0.005268,0.019894,-0.011161,7.4e-05
2018-02-27,0.008051,-0.004693,0.003571,-0.001835,-0.000406,-0.004263,-0.000995,7.7e-05
2018-02-28,0.002583,0.003494,-0.003992,-0.008958,-0.004327,0.007151,-0.002884,8.3e-05
2018-03-01,-0.002519,-0.004152,-0.006533,-0.003526,0.001575,0.008435,-0.001968,8e-05
2018-03-02,0.010595,0.001337,-0.012199,-0.001537,-0.001939,0.009217,-0.009918,7.3e-05
2018-03-05,0.004592,-0.00243,0.00385,0.001161,-0.000498,0.008287,-0.000265,8.1e-05
2018-03-06,-0.050939,-0.007179,-0.00017,0.000976,0.000747,-0.005451,0.000506,8.5e-05
2018-03-07,0.001439,-0.003848,-0.002078,-0.000303,-0.000824,-0.002774,-0.007849,7.7e-05
2018-03-08,-0.010088,-0.003876,-0.010053,0.005606,0.003403,0.006815,-0.006763,7.6e-05
2018-03-09,-0.012192,0.000776,5.5e-05,0.007206,0.005371,0.005606,0.004369,7.1e-05
2018-03-12,0.010621,-0.005844,0.010323,-0.003162,0.004064,-0.012606,0.007584,8.4e-05
2018-03-13,0.003958,0.014524,-0.001804,-0.001364,-0.000345,0.01326,-0.001081,7e-05
2018-03-14,0.006703,-0.00249,-0.007461,-0.004756,0.001969,-0.009736,-0.000828,7.9e-05
2018-03-15,0.014891,-0.00302,0.00272,0.002811,-0.005019,0.010275,0.005966,8.1e-05
2018-03-16,0.010235,-0.001163,0.01017,0.00429,0.001545,0.003772,0.0092,8.1e-05
2018-03-19,0.008373,-0.00055,-0.004979,-0.00424,-0.007317,0.000694,-0.004582,8.5e-05
2018-03-20,-0.008212,0.001893,0.007192,-0.003115,-0.005344,-0.000137,-0.009694,8e-05
2018-03-21,0.004586,-0.007396,-0.005705,0.00536,0.003744,0.007023,0.002119,7.3e-05
2018-03-22,-0.009778,-0.004178,0.005199,-0.002719,-0.00289,-0.001855,0.003941,7.5e-05
2018-03-23,0.014083,-0.004468,-0.004028,0.000776,-0.004768,-0.002223,-0.002583,7.2e-05
2018-03-26,0.027307,0.001703,0.006426,0.004558,0.000566,0.003688,0.008131,7.7e-05
2018-03-27,0.002852,0.000424,0.005293,0.001465,-0.002094,-0.000936,0.001705,7.9e-05
2018-03-28,0.010982,0.002743,0.004922,-0.005512,0.002343,-0.016495,-0.006794,8.2e-05
2018-03-29,-0.011959,0.002483,-0.000854,-0.001904,0.000145,0.005673,0.007435,7.8e-05
2018-03-30,-0.014279,0.00953,-0.010072,-0.001776,-0.000652,0.011095,-0.005761,7.9e-05
2018-04-02,-0.014393,-0.005681,-0.005988,-0.007981,-0.005562,0.00095,0.005861,8e-05
2018-04-03,-0.006979,-0.004073,0.003142,-0.002024,-0.000718,-0.007369,0.000806,7.7e-05
2018-04-04,-0.010328,-0.001769,0.000299,-0.004082,0.000559,-0.000565,-0.012354,8.3e-05
2018-04-05,0.01188,0.007044,-0.008962,0.001776,0.001251,0.001877,0.001819,7.7e-05
2018-04-06,-0.005041,-0.001075,-0.010882,-0.003709,-5.4e-05,0.000853,-0.004532,8e-05
2018-04-09,0.007666,-0.002962,-0.006128,-0.000257,-0.004089,0.003861,-0.005543,8.4e-05
2018-04-10,0.001445,0.006061,-0.004604,-0.001286,0.001866,0.007361,0.002929,8.3e-05
2018-04-11,-0.007547,0.003242,-0.003095,0.001742,0.000679,0.015245,0.006559,7.2e-05
2018-04-12,-0.003136,-0.009063,0.003912,0.000561,0.001029,-0.007589,0.002591,8.5e-05
2018-04-13,-0.001396,0.006826,0.003839,-0.002548,0.000291,-0.005393,0.000874,7.8e-05
2018-04-16,-0.030317,-0.002629,-0.002886,-0.002642,0.001302,-0.00568,-0.003994,6.7e-05
2018-04-17,-0.004454,0.001557,0.007829,-0.002892,0.000624,0.002999,-0.004772,8e-05
2018-04-18,-0.000574,0.00646,0.004954,0.005528,0.005483,0.001316,-0.000149,8.2e-05
2018-04-19,0.009216,0.004818,-0.001932,0.000162,0.001866,0.009201,-0.006214,8.2e-05
2018-04-20,-0.000893,0.00394,0.008893,0.006408,0.002644,-0.002292,0.007609,7.4e-05
2018-04-23,0.012058,-0.003511,0.020076,0.002723,0.003401,-0.009738,0.008265,9.2e-05
2018-04-24,-0.013795,-0.003824,0.007167,-0.006141,0.001514,-0.004531,0.004126,8e-05
2018-04-25,-0.002545,-0.003586,0.002108,-0.001043,0.001148,-0.003807,0.001617,8.2e-05
2018-04-26,0.003213,-0.000474,-0.001279,0.001481,-0.000872,0.004869,-0.005697,8.3e-05
2018-04-27,0.007238,0.006106,-0.00459,0.002702,-0.00105,0.008716,-0.011783,7.2e-05
2018-04-30,-0.009208,-0.007166,0.002161,1.9e-05,-0.000653,0.011326,-0.00186,8.4e-05
2018-05-01,0.012352,0.000824,-0.002763,0.001764,0.002172,0.013536,0.005058,7.3e-05
2018-05-02,0.012747,-0.001512,0.003819,-0.003953,-0.005221,-0.003855,-0.003344,8e-05
2018-05-03,0.007119,-0.001931,-0.000122,-0.005359,-0.003444,0.021254,-0.004439,7.2e-05
2018-05-04,0.019883,0.004196,0.001765,0.000936,0.000565,-0.000145,-0.000788,8.1e-05
2018-05-07,-0.010228,-0.003413,0.002138,0.005065,0.003727,0.011194,-0.002345,8e-05
2018-05-08,-0.005582,0.00173,-0.004707,7e-06,-0.005618,-0.009327,-0.000404,8.5e-05
2018-05-09,-0.006389,-0.001992,0.001878,0.00382,-0.002408,0.001125,0.009531,8.4e-05
2018-05-10,0.012979,0.00565,0.002789,-0.004118,0.00127,-0.002599,-0.005743,8e-05
2018-05-11,-0.001368,-0.000635,-0.01268,0.000602,-0.001615,0.013542,-0.002958,7.7e-05
2018-05-14,-0.003791,-0.000315,0.00898,0.004817,-0.002461,-0.018008,-0.002829,7.8e-05
2018-05-15,-0.009543,-0.007326,0.012296,0.007273,0.003272,-0.00817,0.009159,8.3e-05
2018-05-16,0.017321,-0.008225,-0.000704,0.006761,-0.000615,0.009069,0.009058,7.8e-05
2018-05-17,-0.0075,0.001044,0.000252,0.002602,-0.008049,0.007698,0.001824,7.7e-05
2018-05-18,0.004038,0.000387,0.004987,0.009127,-0.000879,-0.009683,0.000815,8.2e-05
2018-05-21,-0.01106,-0.002493,-0.002237,0.000907,-0.003682,0.009161,-0.005487,7.7e-05
2018-05-22,0.012495,-0.007293,0.008558,0.000997,0.010471,-0.005871,-0.001867,8.7e-05
2018-05-23,0.005887,0.00736,0.005849,-0.000896,0.001709,7.3e-05,0.009873,7.7e-05
2018-05-24,-0.020703,-0.002114,0.009161,0.000389,-0.001477,-0.00393,0.002161,7.4e-05
2018-05-25,-0.004093,-0.002823,-0.000911,0.000942,-0.004459,0.014837,-0.003325,7.6e-05
2018-05-28,0.009694,-0.007114,0.000308,0.002253,0.004389,0.00015,0.001653,7.2e-05
2018-05-29,-0.006288,-0.000392,-0.006315,-0.006095,0.000398,-0.007735,-0.006272,7.8e-05
2018-05-30,-0.037423,-0.006527,0.007076,0.001661,-0.002984,5.7e-05,0.010561,8.2e-05
2018-05-31,0.008922,-0.005923,-0.005985,-0.004774,-0.004133,0.003819,0.002269,8.6e-05
2018-06-01,0.013133,0.004348,0.00482,-8.1e-05,0.003117,0.00776,0.002885,8.2e-05
2018-06-04,0.008479,0.00592,0.001936,-0.004441,-0.004763,0.004602,-0.00616,7.5e-05
2018-06-05,-0.00281,0.000546,-0.002482,0.006151,-0.002771,0.004138,0.006941,7.5e-05
2018-06-06,0.015847,-0.002541,-0.009308,-0.002464,-0.004377,-0.003855,-0.011227,7.9e-05
2018-06-07,0.004206,-0.00606,-0.001325,0.004356,-0.003329,-0.00158,0.001433,8e-05
2018-06-08,0.002277,-0.00428,0.006012,0.005476,0.003148,-0.005057,0.013048,7.8e-05
2018-06-11,-0.005689,-7.1e-05,0.006715,0.002312,0.000777,0.000836,0.001593,8.7e-05
2018-06-12,0.016017,-0.006037,-0.007392,0.004133,0.002642,-0.003121,0.003244,7.8e-05
2018-06-13,0.017474,-0.007192,-0.009351,0.005467,-0.002842,0.010321,-0.001131,7.8e-05
2018-06-14,0.006996,-0.002982,0.003771,-0.00089,-0.002222,0.002071,0.003532,8e-05
2018-06-15,-0.009593,0.00047,-0.000898,-0.003245,-0.000985,-0.002377,-0.000262,7.8e-05
2018-06-18,0.003098,0.005473,-0.004837,-0.004025,0.0026,-0.009685,-0.004291,8e-05
2018-06-19,0.022877,-0.001962,-0.009255,-0.002594,-0.005088,-0.001868,-0.00443,8.1e-05
2018-06-20,0.010263,0.007546,0.003317,-3.1e-05,0.005532,0.006056,-0.002139,8.3e-05
2018-06-21,-0.00662,-0.002193,0.001712,-0.001639,-0.000147,0.007387,-0.010077,7.7e-05
2018-06-22,0.011497,-0.006149,-0.000821,0.006672,-0.007559,0.000558,-0.000217,8.6e-05
2018-06-25,0.015424,0.002045,0.005225,0.001473,0.000423,-0.002629,0.000736,7.9e-05
2018-06-26,-0.057951,-0.00671,0.010785,0.008923,0.002945,-0.000428,0.007596,7.9e-05
2018-06-27,0.019707,0.007436,-0.004146,-0.002597,0.002439,-0.006859,-0.002788,7.5e-05
2018-06-28,0.003893,0.001635,0.005418,0.007215,0.008885,-0.001491,0.000986,8.5e-05
2018-06-29,0.020039,0.005427,-0.003626,0.003213,0.000632,0.008059,-0.000961,7.9e-05
2018-07-02,0.00185,-0.005299,0.004336,-0.001668,-0.000428,-0.013638,-0.001578,8.5e-05
2018-07-03,-0.003105,-0.000875,0.009006,0.003443,0.007334,-0.00485,-0.00049,8.3e-05
2018-07-04,0.007797,0.004002,-0.009843,0.000495,-0.001017,0.014781,0.000594,8e-05
2018-07-05,0.009593,0.006451,-0.002793,-0.001558,-0.002628,0.00366,-0.000446,7.7e-05
2018-07-06,0.005711,-0.003384,-0.005236,-0.002566,0.003005,-0.011151,-0.005935,8e-05
2018-07-09,-0.016055,0.00856,0.002049,-0.000471,-0.001711,0.01606,-0.011707,8e-05
2018-07-10,-0.001898,-0.002084,-0.011517,-0.002201,-0.002914,0.002609,-0.000876,7.9e-05
2018-07-11,0.016314,-0.007858,0.003565,0.004705,0.003076,-0.006314,0.002962,8.8e-05
2018-07-12,0.002231,-0.005317,-0.002817,0.000638,-0.000899,0.014595,-0.003259,7.6e-05
2018-07-13,-0.017033,-0.011764,0.002509,0.003756,0.002448,0.003904,-0.004495,7.7e-05
2018-07-16,0.0146,-0.004377,-0.006275,-0.000594,0.002803,0.004502,0.005821,8.5e-05
2018-07-17,0.001588,0.001072,0.017525,-0.00043,0.004164,-0.001704,0.003034,8.5e-05
2018-07-18,-0.004097,-0.003894,0.003671,0.00599,0.001666,-0.001918,-0.00069,7.9e-05
2018-07-19,0.010942,0.005633,-0.000329,0.001976,0.005068,0.003738,0.001679,8.2e-05
2018-07-20,0.022023,-0.005958,-0.003331,0.005781,0.005151,0.01043,0.006145,7.9e-05
2018-07-23,-0.002885,0.008406,0.011049,0.00138,0.002507,-0.004523,0.006272,8e-05
2018-07-24,0.015872,-0.001297,-0.000204,-0.003229,0.000429,-0.010569,0.001006,7.6e-05
2018-07-25,-0.009254,-0.002553,0.007074,-0.002691,0.008604,-0.014778,0.000189,8.6e-05
2018-07-26,-0.008407,0.003716,-0.002164,-0.005394,0.003031,-0.000961,-0.002319,7.9e-05
2018-07-27,-0.001845,-0.001077,-0.002934,0.001132,0.000162,-0.002401,-0.00058,8.5e-05
2018-07-30,-0.005329,-0.001064,0.003702,-0.008634,0.005547,0.000143,-0.001782,7.8e-05
2018-07-31,0.012849,-0.003383,-0.004645,-0.007686,0.000787,0.009761,-0.000267,8.4e-05
2018-08-01,-0.01054,0.005397,0.002282,-0.00088,-0.002121,-0.00265,-0.004759,7.7e-05
2018-08-02,0.002078,-0.002178,-0.009532,0.000684,-0.002043,0.010998,0.000547,7.1e-05
2018-08-03,0.016321,0.000874,-0.001722,0.000885,0.000667,-0.000786,-0.003934,8.3e-05
2018-08-06,0.006198,-0.004997,-0.001827,0.001856,0.002123,0.002104,-0.002787,7.5e-05
2018-08-07,0.011739,-0.004316,-0.00119,0.008559,-0.002289,0.007842,-0.008029,8.2e-05
2018-08-08,0.000979,0.000281,-0.003268,-0.010179,-0.004982,0.009434,-0.003638,7.3e-05
2018-08-09,0.003989,-0.006494,0.00357,0.002381,0.001327,-0.012473,0.0089,7.2e-05
2018-08-10,-0.024851,0.002137,0.007012,0.002589,0.001185,-0.003129,-0.01178,7.7e-05
2018-08-13,0.023354,-0.001491,-0.008377,-0.006759,-0.003869,0.005929,-0.009978,7.6e-05
2018-08-14,-0.006532,0.001926,-0.004515,-0.006983,-0.010847,-0.00203,-0.002764,7.4e-05
2018-08-15,0.002982,0.004683,0.002534,0.004114,-0.002002,0.012216,-0.004239,7.9e-05
2018-08-16,0.01023,-0.001007,-0.008119,-0.002933,-0.001861,0.008023,-0.00104,7.7e-05
2018-08-17,0.010132,-0.003597,-0.00415,-0.000116,-0.002331,0.000774,0.001017,7.7e-05
2018-08-20,0.018942,0.000274,0.000303,-0.009533,-0.007099,-0.008987,0.006386,9e-05
2018-08-21,-0.011365,0.001154,-0.009322,-0.000548,-0.005795,0.006212,-0.002926,8.4e-05
2018-08-22,0.010964,0.003983,-0.004653,-0.0043,-0.004486,0.015526,-0.004768,8.2e-05
2018-08-23,-0.018275,0.005939,0.014492,-0.000505,0.002248,0.004533,-0.002116,8.2e-05
2018-08-24,-0.022112,-0.004191,-0.016123,-0.005105,0.004312,-0.002317,-0.000958,8e-05
2018-08-27,-0.010018,-0.000542,0.0105,-0.007621,0.005644,-0.015484,0.001104,8.4e-05
2018-08-28,0.007857,-0.000491,0.003789,-0.005779,0.001825,0.006145,0.002026,7.7e-05
2018-08-29,-0.008214,0.002075,-0.006534,0.000607,0.001436,0.006413,-0.003609,8.5e-05
2018-08-30,-0.002861,0.000389,-0.008337,-0.00426,-0.001537,-0.00044,-0.015362,7.1e-05
2018-08-31,0.001654,0.004776,-0.003091,0.007148,0.001479,0.013911,0.002638,8.6e-05
2018-09-03,0.002873,-0.001128,0.003775,-0.004902,-0.002447,-0.009356,0.000198,7.8e-05
2018-09-04,0.017637,0.009526,0.002841,-0.010564,0.00043,-0.006825,0.006581,8.3e-05
2018-09-05,0.007931,0.001346,-0.00432,0.006548,-3.1e-05,-0.000594,-0.003208,7.4e-05
2018-09-06,-0.00729,0.000758,-0.007902,-0.000206,0.003376,-0.001525,-0.00785,8.2e-05
2018-09-07,0.012329,0.002292,0.001169,-0.000815,0.002915,0.002308,0.001996,8.4e-05
2018-09-10,0.008699,0.003772,0.008487,0.000916,-0.004492,0.009115,-0.005457,8.2e-05
2018-09-11,-0.006643,0.003102,0.001631,0.000519,-0.001029,-0.001258,-0.010001,8.6e-05
2018-09-12,0.018787,6.3e-05,0.001144,0.00195,-0.003833,-0.006258,0.003108,7.7e-05
2018-09-13,0.008879,0.000119,0.000559,0.003142,0.007165,0.001007,0.001521,8.6e-05
2018-09-14,-0.016003,0.000882,0.005028,-0.00118,0.000689,-0.002102,-0.001379,8.2e-05
2018-09-17,0.007138,0.00859,-0.003362,0.000583,-0.002396,0.007655,-0.001119,6.9e-05
2018-09-18,-0.00231,0.001522,-0.001581,0.002578,-0.000902,-0.008349,-0.003354,7.6e-05
2018-09-19,0.007167,0.000399,-0.007423,0.001618,-0.00275,0.015333,-0.004918,8.2e-05
2018-09-20,-0.012261,-0.000159,-0.001947,0.00265,0.00485,-0.002962,0.000309,7.7e-05
2018-09-21,0.002642,-0.002584,-0.000752,0.00367,0.000391,0.000463,-0.001051,7.9e-05
2018-09-24,0.019571,0.003955,0.003079,0.006927,0.002452,0.002971,0.004876,7.6e-05
2018-09-25,-0.001635,0.005895,-0.004779,0.000967,-0.005131,0.004656,-0.001539,7.6e-05
2018-09-26,-0.006682,-0.011754,-0.002662,0.000376,-0.003097,0.000106,-0.008869,7.6e-05
2018-09-27,-0.020495,0.000912,0.011082,0.006864,0.000249,-0.005287,0.015568,7.8e-05
2018-09-28,-0.007923,0.005384,-0.008507,-0.005193,-0.006274,0.005835,-0.007277,8e-05
2018-10-01,-0.000789,0.008578,0.002441,-0.0013,0.003374,-0.007939,0.000209,7.2e-05
2018-10-02,-0.021972,-0.000253,-0.006893,-0.003291,-0.000762,-0.005269,-0.004199,8.4e-05
2018-10-03,0.021575,-0.000246,-0.001016,-0.001802,0.00916,0.008353,0.002524,7.7e-05
2018-10-04,0.023541,-0.004603,0.006284,-0.006609,-0.000118,-0.01571,-0.002582,7.7e-05
2018-10-05,-0.007513,-0.003158,-0.005624,-0.001147,0.001295,0.01317,-0.002962,7.7e-05
2018-10-08,-0.004406,-0.002128,-0.013065,0.001081,-0.004431,0.000964,-0.005452,7.5e-05
2018-10-09,0.022361,-0.000507,0.010184,0.004364,0.0028,-0.000629,0.010323,8.5e-05
2018-10-10,0.000456,0.003559,-0.002968,-0.00077,-0.002301,0.000891,-0.004803,7.6e-05
2018-10-11,-0.001678,0.001644,0.003677,0.002257,0.007494,-0.00325,-0.001239,8.4e-05
2018-10-12,0.00186,0.00335,0.003413,-0.000257,0.002182,0.010669,-0.000637,7.2e-05
2018-10-15,0.010027,-0.010485,-0.002316,-0.005237,0.001753,-0.010502,0.000963,8.3e-05
2018-10-16,-0.001937,0.01129,-0.002287,-0.005538,-0.005233,-0.002086,-0.006843,8.6e-05
2018-10-17,-0.00345,0.006382,0.002444,0.003616,0.003148,-0.000291,0.005167,7.8e-05
2018-10-18,0.01349,-0.003995,0.002373,-0.001249,0.000997,-0.015474,0.000229,7.7e-05
2018-10-19,-0.005838,-0.000879,0.000432,-0.00148,-0.001637,0.019501,-0.003837,8.2e-05
2018-10-22,0.006757,-0.000175,-0.006702,0.002255,-0.004575,0.001942,-0.00177,7.4e-05
2018-10-23,-0.001131,-0.002998,-0.010422,0.004695,-7.6e-05,0.001147,0.003527,7.9e-05
2018-10-24,-0.006307,-0.004584,-0.005309,0.000401,-0.001489,0.001995,0.000851,8e-05
2018-10-25,0.031656,-0.005977,0.008081,-0.001105,-0.000618,-0.011943,0.004171,8.4e-05
2018-10-26,0.009236,0.00415,0.008918,0.005873,0.002898,0.001056,0.008614,8e-05
2018-10-29,0.005872,-0.006266,0.01217,-0.005825,0.004384,-0.009344,0.008121,8e-05
2018-10-30,-0.015699,0.004878,-0.007367,-0.004129,0.005261,0.001861,-0.002327,7.8e-05
2018-10-31,0.024171,-0.008179,-0.003234,-0.002212,-0.001381,0.008645,-0.005569,7.2e-05
2018-11-01,0.026725,0.000229,-0.000917,-0.000793,-0.001982,0.000972,0.006967,7e-05
2018-11-02,-0.014453,-0.000101,-0.008721,-0.004852,-0.004099,0.010663,-0.006108,7.4e-05
2018-11-05,0.004908,0.002269,-0.001308,0.007074,-0.001568,0.005406,0.003544,8.2e-05
2018-11-06,0.008792,0.000572,0.007325,-0.005217,0.001151,-0.007476,0.006824,7.9e-05
2018-11-07,0.00437,-0.006343,-0.006667,0.006267,-0.000655,0.017677,-0.005248,8.1e-05
2018-11-08,-0.013117,0.003779,0.004832,0.001935,-0.002836,0.001816,0.003802,8e-05
2018-11-09,-0.014551,-0.005293,-0.005916,0.004129,0.001089,0.006749,-0.001039,7.8e-05
2018-11-12,-0.005968,0.002433,-0.000103,0.004602,0.002595,-0.006741,0.003114,7.7e-05
2018-11-13,-0.009613,0.009731,0.001863,0.002747,-0.00632,0.004407,0.003976,7.4e-05
2018-11-14,-0.007563,-0.006642,-0.003351,0.002786,-0.00366,0.011518,0.000736,8.3e-05
2018-11-15,0.011702,0.001704,-0.006177,0.001749,0.000423,0.010343,0.000203,7.8e-05
2018-11-16,-0.006314,0.000873,-0.003442,0.004759,0.000186,0.010675,0.004641,7.4e-05
2018-11-19,-0.009991,0.000949,0.000878,-0.000245,0.001346,0.008283,0.005981,9.2e-05
2018-11-20,-0.012598,-0.002667,-0.002228,-0.006625,-0.003076,-0.00922,0.000502,7.8e-05
2018-11-21,0.02379,0.00088,0.008286,-0.00552,0.005357,-0.020968,0.002556,8e-05
2018-11-22,-0.006755,0.004408,-0.00663,0.002087,-0.003899,-0.003419,-0.00169,8.9e-05
2018-11-23,0.013941,-0.000235,0.012484,0.001171,0.010366,-0.019904,0.008694,7.3e-05
2018-11-26,0.013682,0.006061,-0.0086,0.000512,-0.001577,0.010913,-0.004871,7.6e-05
2018-11-27,-0.003503,0.002605,0.004183,-0.001043,0.000671,0.000857,-0.003372,8.1e-05
2018-11-28,0.010521,-0.000127,-0.000118,-0.003462,0.004578,0.011885,-0.010197,8.6e-05
2018-11-29,-0.010075,0.006925,-0.000602,-0.002047,0.00141,-0.006452,-0.002037,7.9e-05
2018-11-30,0.001849,-0.003461,0.00034,0.005164,0.001451,0.002723,-0.001075,7.1e-05
2018-12-03,-0.001051,-0.004332,-0.004169,-0.001554,-0.002988,-0.006786,-0.006136,7.7e-05
2018-12-04,-0.000792,0.001963,-0.009801,0.007766,-0.00429,0.012321,0.000676,8.3e-05
2018-12-05,0.010333,-0.004375,0.001265,-0.000156,-0.00162,0.000892,0.006752,7.5e-05
2018-12-06,0.013838,0.001468,-0.009487,0.00324,-0.001413,0.003822,-0.00783,8.2e-05
2018-12-07,-0.011056,-0.000985,0.005462,0.001733,0.006805,-0.008709,0.005367,8.9e-05
2018-12-10,0.001985,-0.004902,0.001139,0.000703,0.004335,-0.008612,-0.000773,8.1e-05
2018-12-11,0.010019,0.001634,-0.00241,-0.002854,-0.00162,-0.001912,-0.000111,7.3e-05
2018-12-12,0.011483,0.005451,0.001983,0.001675,0.004997,-0.000844,0.003998,8.3e-05
2018-12-13,-0.01058,0.000929,-0.005417,0.0051,0.000474,0.007219,-0.002536,8.2e-05
2018-12-14,0.014633,0.005518,0.015276,0.000735,0.001622,-0.023893,0.003588,7.4e-05
2018-12-17,-0.026515,-0.010277,-0.00208,-0.001403,0.000111,-0.002768,-0.005678,8.1e-05
2018-12-18,0.02162,0.003229,-0.003792,-0.005375,-0.002094,0.00733,-0.007023,7.8e-05
2018-12-19,-0.001436,-0.005384,0.006925,0.008172,-0.000362,-0.012102,0.006674,7.7e-05
2018-12-20,0.011286,-0.009378,0.003802,0.004302,0.001447,-0.002286,-0.008428,8.3e-05
2018-12-21,-0.013606,-0.004707,-0.002252,-0.000886,-0.001735,-0.010234,-0.000826,7.9e-05
2018-12-24,-0.0115,-0.00167,0.014666,0.003195,0.000966,-0.007468,0.008467,7.6e-05
2018-12-25,0.002061,-0.002966,0.006687,-0.000468,0.003418,0.002166,-0.002617,8.1e-05
2018-12-26,-0.000327,-0.001356,-0.005555,0.001527,-0.007293,-0.000815,0.012458,7.4e-05
2018-12-27,0.006366,-7.4e-05,0.00598,0.001186,0.002793,-0.011835,-0.005059,7.7e-05
2018-12-28,-0.002645,0.005089,-0.007877,0.001426,-0.004994,0.004795,0.005224,7.7e-05
2018-12-31,-0.004938,0.000932,0.003824,-0.001531,0.002122,0.007305,0.009408,8.3e-05
2019-01-01,0.015039,0.002352,0.001895,0.000406,-0.001085,-0.006089,-0.001367,8.2e-05
2019-01-02,-0.005712,0.004359,-0.015117,-0.002832,-0.004675,0.00892,-0.003585,8.6e-05
2019-01-03,-0.026029,0.005199,0.01356,-0.006494,-0.00228,-0.006263,-0.002457,7.5e-05
2019-01-04,0.010333,-0.000898,0.005938,0.003512,0.000747,0.005629,0.004189,7.9e-05
2019-01-07,-0.039251,0.007807,0.0089,-0.00394,0.002737,-0.000897,0.000215,8.3e-05
