,AAPL,NVDA,BA,AMZN,TSLA,MSFT,SWKS,QRVO,CRUS,TSM,SMCI,DELL,VRT,HON,SPR,HXL,TGI,TDG,ATSG,AAOI,ALB,MGA
2018-01-24,98.5754877948831,98.0284100260429,98.5933893164881,100.34084744103248,105.30096782243699,92.29107048216862,97.74477868428947,106.29090378257902,99.44475427605974,103.10695263118829,94.31664246258173,94.35542852777304,91.82355072477516,107.51921924368241,100.78090225808486,114.63856006884221,115.45992598355076,95.15649678227366,99.6554124672897,92.73244225691255,90.89211355454695,106.42972269246444
2018-01-25,100.2151216249176,96.95886389016988,96.50634818545085,102.44887819353794,106.01998997313099,91.80485899190035,100.67773716855959,107.17887286545616,101.88597028713683,103.96339945266749,98.01439735455007,97.01376631076197,91.64992022780288,109.28437429147777,101.94929234159491,117.20760074812341,114.00163198067182,96.3111561148768,101.28616543038886,90.45701580842785,89.36999443611711,103.3704072224636
2018-01-26,102.76487610538494,97.34852970988878,98.59053317102078,100.03780491640643,103.01075901336957,91.99528435307016,101.82544435873838,107.68563567990394,99.34365136216421,104.31878839551428,96.69845352855907,97.71344959948829,91.8942673174224,107.43407193783901,100.88855135604533,115.02186701340891,113.57149601723971,97.4181808901613,99.5275126264453,90.88467990969994,88.38361184637292,101.8481772419332
2018-01-29,100.9694665895968,94.70702882558159,101.4088926970793,100.0022503761339,101.83847113838821,91.44730485243538,101.07082572466466,106.65510487215873,99.74259527192471,104.62437451119477,95.16665264341981,96.78305751159617,91.43386419348198,103.6294896178119,98.56662807498542,117.31510557089462,116.27337910029095,96.96811815767076,100.18147398112492,91.22862280161574,92.20687416205725,103.4685063082101
2018-01-30,97.64999143482565,94.1646056748177,100.14328210490724,97.75531813867153,100.73519343330435,89.16088861281742,102.95683034004864,107.32166004140667,99.1004106348253,105.8385506903848,94.13936806862164,95.42284189137973,93.4190625433739,104.34957358869383,97.20717412267895,117.02854692364987,114.6142411277929,94.84674595192382,101.4422363136154,93.73797905927039,90.02613366499233,104.22481219554838
2018-01-31,95.67837729493904,91.87974149619342,99.47433635569288,95.81272811505129,100.39764405990485,88.08576115880655,101.20169397387978,104.45139791811896,96.87593246958474,105.67850825536675,93.52906565602194,93.3167605786554,92.86623410489521,104.75268601122936,94.41941517691745,117.35078466947766,112.62602018330762,94.95594008920496,99.24721742908093,90.50580520831302,86.94885472302565,103.52791959357702
2018-02-01,96.23915055111979,89.24824469947627,99.72555611042539,94.40920837524948,99.76906730186727,87.8208975889258,98.90063762796757,102.92024901029426,97.29470384550949,104.04915872849372,93.85508168456268,92.063616071805,93.93082778854377,107.3861894179597,91.33989176329922,116.41972120486311,113.99698878767815,95.00066331431273,99.89451638586661,90.00412177532046,87.26382669230163,103.6502390200895
2018-02-02,98.30952332311911,90.16487745325026,100.4335368911692,95.15740247722876,101.79738908913642,88.71087318402259,100.55269562598208,107.46088634607278,99.70713178808016,104.92643105028249,96.57637059389054,92.82703097374278,92.41304807751804,107.310169668787,89.9412987530681,117.38059128591014,115.67156584275641,98.75888427527453,101.48263283518818,91.0055865505073,89.52399059487517,101.70641924420408
2018-02-05,97.05268547403429,92.55880967038281,101.26761941833665,94.87174528274001,103.09216053442276,92.56577659939568,101.8342229825832,108.92712270823573,100.02840830862604,104.33598726565225,98.30220001424507,91.93460278737673,92.81050442239729,106.88763727030044,90.90426065425281,118.36534007881265,117.84508937720547,98.32208644182357,101.23740200650042,89.96320118711677,89.26107381017479,102.61027220012606
2018-02-06,98.52309476410419,94.63593197826458,102.85604121422615,98.44231936964768,102.87329849750891,91.03258374691963,99.46048197237039,111.71751848228179,101.36688418296451,104.51430437577618,98.99715599564823,91.25442717434817,97.09557869220538,108.1085272236925,92.0785386075097,120.88967120505397,119.81298474576863,99.5847508446374,100.93806490279322,91.45262193817487,92.739074074678,105.65422276247466
2018-02-07,98.58067577937773,95.91746435372151,104.94958472081613,101.97946140166974,102.26956289202516,94.52566501283837,100.96511043037926,112.92143328472372,101.63396978903336,103.8627957201539,102.29447625189492,93.13591177762811,97.11197095266095,108.1184794718666,93.69823867736577,126.47618467867443,121.68498706028751,99.28311811707788,102.79387437978414,92.86349683509981,90.9314195278756,107.63035995978852
2018-02-08,101.63004993639765,97.84510919402653,104.27743041203948,100.04500249510663,105.97470556928263,94.91196428313953,101.33495495358694,113.26617515677026,102.29100955682446,104.31648361993798,102.33845873744143,92.15108347436349,96.83398663297962,106.98079348105585,92.88967263073772,126.67731589817288,120.93104238023116,101.28751326443513,98.89779499920971,94.16371472398693,92.4354866255703,104.02774924864241
2018-02-09,98.80509498140447,96.04955081926356,102.15320647162407,102.30319883491322,107.06867448221153,96.08788065532565,102.16446767950119,110.97851039105676,101.27988368098552,104.69700504819781,100.31404161614753,92.7945491785391,96.12543956088707,105.98217449860533,93.81073354998867,127.25144656622449,119.82733576118088,102.67289307151093,97.25091603836142,94.68413713940502,93.0365037053147,103.15855082850405
2018-02-12,99.61184776526112,95.23612211956689,101.7928866720742,104.35424852265672,106.39932833686568,93.51058924821416,99.23007087173316,111.38554551029029,98.79552094887823,106.94191181552979,96.75315281553257,95.55615595791286,96.84434809997971,106.28559082240277,93.38836741411069,128.51863779398207,120.27657751753752,104.81497042214477,98.06773036115324,95.30603416882299,93.10702264931115,103.51541874797088
2018-02-13,96.642368055654,95.38480813390157,102.47048148637553,104.49344364741927,106.86430725730405,93.1015738995984,97.57246578579881,109.10954604971518,98.2501790248844,104.30880137856217,96.35729590988232,93.50694150001543,98.7358107809015,107.47413831267798,93.84632519536714,130.73145151121304,123.7737077601819,106.83886073537106,95.90039370346926,93.86690988162925,92.79064822816972,103.97968405327104
2018-02-14,96.99100145613657,94.38090341728164,102.20806905219779,102.97954177826796,106.0909740323838,91.2889503707453,95.80473538016832,110.52631688985917,96.44441811918887,108.3710618975879,96.92081779736243,94.38445272662436,98.11738313184836,109.31372546659955,93.49470059666338,131.71487976106252,129.34515549132922,107.39132552588688,98.44062949556742,93.49747430514469,93.39202603050636,107.4290975428615
2018-02-15,98.73608904379891,94.28076359236813,102.44953677972671,103.74825440478126,106.32475024015362,89.81213368923297,95.31667125147786,110.7849949878897,96.87414424230457,110.0785929233196,97.73635561877744,91.8215589987154,97.97799395405683,109.53619873681345,93.61905804016627,132.91591213485532,130.04170859581262,107.36599153578587,97.67649252503314,90.50200047530964,93.28884288024236,106.99849063143219
2018-02-16,96.48778035536036,95.15213000228592,102.76360799942876,105.18843128597155,106.75895092871257,89.26349826615306,95.96555027536806,109.13453810918318,96.29926309463089,108.53487104011906,96.36725376605322,91.73169913334543,98.66295346767559,109.15038121560052,95.78550728514612,131.66441269739937,130.15300757291638,107.05065548981727,100.12057802419193,91.09997141929416,95.07118948099888,105.00570157084054
2018-02-19,97.6413795149703,97.6930587020686,102.3366536160525,107.79129953653171,110.82519386338093,89.73472662449299,96.34342522905389,112.6744839389015,99.60214628269931,108.8337499840733,96.77200737232666,91.67462679429916,97.02888239137602,108.03975687551899,94.71550834326997,130.64277069905827,130.55444238309715,107.8126232337847,102.85122664138605,90.06410029825572,96.81338208912548,105.04715472699274
2018-02-20,96.5052401527718,98.76193190128633,102.57235730087662,108.56666439141401,111.28444960369352,93.5066804093242,95.98318971706057,112.42281095250942,99.26106985614146,108.6958981783192,96.66557035912344,93.29192154067294,99.07755013695434,107.09389485007462,93.5266811983808,131.55016101695597,129.44774410140994,108.81532512957342,103.42881236810983,87.99895513429388,99.24241656031748,107.85659892229502
2018-02-21,95.94868517753102,98.26434707527883,102.87235065419901,111.08536799071365,110.2152650354993,91.44677167998951,92.8454413736902,109.87470062982382,97.9908196544447,110.80067947990828,95.36608508537086,92.9563836164757,98.36421082591559,108.25826624101383,96.4327360152541,129.5964118149239,127.59728136029824,109.76299223242361,104.05187545679833,89.824682269133,99.6360974038271,106.52534156972003
2018-02-22,98.69902730831686,100.61940908892008,105.28861419528423,113.86553391290394,113.3255665788005,93.83244739819878,94.08758709763474,111.86988712243509,101.31372936488702,111.44803014161845,97.7436459456282,93.10397751129413,99.14315999309443,111.1449334942987,97.4415828472903,130.66449920749795,125.95000248081418,111.81354729400542,106.18268910102626,93.41198175483436,100.07386403407712,107.6731641500623
2018-02-23,100.13833523274043,102.65167496994533,106.60588550672524,114.57055981362606,112.95115023782498,95.60809325467254,97.20120202713815,112.03102060917394,103.25216028913317,112.23969662539055,101.33335472785079,91.29262106693004,98.64831432262206,112.15088209449314,100.34018290482946,131.17903833697181,125.3283902623257,115.3479690789486,104.58969410679944,90.64796930835597,101.18015984582016,107.2275900758085
2018-02-26,99.8848919636789,101.14791809181052,103.29477495350596,114.71171831856532,112.71375220570006,94.8742456686699,99.60789561050639,109.84746325066959,100.63752878680675,110.61448296297134,101.00706341041223,90.54359231027645,97.12189594014004,111.41360636112837,97.65753672346126,132.73713146924462,123.6882099135906,115.91370976513754,104.22898564987767,90.19441260018208,100.91771065316394,106.67652975439627
2018-02-27,102.0517659337153,104.11973998788224,103.99373327234309,118.12031179760038,112.48458131837216,99.21569113653426,101.76662729087177,109.87713851510729,103.12721249774677,111.7321597243848,104.45244288876765,90.39177908494837,97.25980141997917,109.15966032246621,97.8354731858354,129.0228720709301,121.75300035551044,118.17621705870641,106.50604934970546,91.5017388097869,100.38009281807246,107.46561634115355
2018-02-28,103.44383637131376,104.56227870022622,103.68615172744079,118.21008998110632,112.87631018327299,95.29308260498496,100.780183827155,108.04601006332378,101.00692830669593,110.47363638274794,106.67887026444183,91.29293201272812,96.4612094268854,110.13614929206406,99.80871039291462,130.77731463823162,121.9053407630859,117.07159061625063,107.8968493873026,92.07445279665475,101.72895229732868,108.52784373593899
2018-03-01,106.38926119129258,105.78322576122645,108.261152378866,118.52415235825876,117.28233419221851,96.40624042494464,100.96002203575897,108.46307426903105,101.73295619467171,112.25089421215539,108.63396828964947,91.69362878990528,97.67944830061097,115.1064492069131,103.42006287301447,133.14257043350375,123.55894828065321,118.8036767974539,110.49714138722152,91.85833049462771,102.65504544092141,107.2218057159521
2018-03-02,106.72124335438544,109.37753311852778,106.83255905518581,116.53591613453142,118.28597246000328,98.92000610478051,105.11525428904238,109.34859381427103,105.08294893225049,113.62114577227479,109.93839939684216,93.38497063738963,99.14224889546973,112.98213610338729,106.7431596165507,136.9302698273654,123.04089488763476,120.12569209203653,112.10918512128492,92.69431331525901,102.53445912789552,106.69816947323986
2018-03-05,108.60265196319384,109.8058520732366,108.0791702184006,111.567432036947,120.33525761129502,97.27590383061633,105.95185927583388,108.91091114773997,104.5132369763128,116.97855851274089,110.72088293581558,93.87906205393163,99.0817267625862,113.80113949053056,107.17468848284902,134.51210913096955,124.89110431161062,119.24721319415117,109.41218995615837,92.10770882284577,105.09661110507439,108.06888642280852
2018-03-06,107.36431967090891,112.5041477873337,108.28940648722049,111.86495996373145,121.73962135421482,96.9844603723644,105.29522257637667,108.26687446401459,104.22796009199463,116.45303854511747,111.71329194126692,93.59698951997473,99.79568744628205,113.23275124226771,107.35210109399905,130.27699284429414,126.13515578036694,119.41576931192175,110.26354271871199,87.7576776092879,108.30954336275443,107.43369316734137
2018-03-07,108.92867739139376,111.33159726323055,108.759562205778,116.6090034763835,123.05903023174933,97.8224487328618,107.32110842906742,109.72843802814711,105.12118870985282,118.10491945560912,116.992914166434,94.7982050324639,101.46374037758596,116.56836273135863,110.60732874780868,134.38409932941687,129.071474630206,119.00415749811883,114.10017268823404,87.45079014325106,110.47467127301832,107.68982111357097
2018-03-08,109.69997928215757,112.28785223365799,111.35195609594786,117.35919051773261,122.5628550296005,99.4582109370242,109.67196995908716,108.12327110113226,106.51942381923506,119.72787052764433,116.93245704742466,96.71937996120079,101.19785525830036,116.7448456755253,110.47789961475807,134.49451773770696,126.90129441736806,116.38958577175927,116.8037028328658,86.30745148328343,108.99633658777344,104.17153953533722
2018-03-09,110.44352224038421,111.98411325881614,109.39329788732309,120.47143843429757,123.47704417482223,97.19804994002004,103.69977146892276,109.98985374819722,102.50673567581612,114.78066406378679,116.88670427409926,99.55603800451955,102.56367730378881,116.88389997420961,110.99339629941036,135.4548416413757,127.42366936696955,116.03463598879252,116.49837849575242,85.59917474317548,107.06549057280164,102.97589328062313
2018-03-12,106.51934622954202,107.8120288190488,107.50986587443002,120.58763946440858,122.71880465438983,92.89609264714933,100.26909822780084,109.49425991039068,99.16536690691215,111.98991858381056,115.38179173638349,96.12726348426476,100.68318774926686,112.21720925736048,107.89921016896761,133.48342290288224,121.84118900050333,114.49040519925154,114.67070674658703,84.60381620130126,105.3641048408544,103.03218244525948
2018-03-13,106.55150572484506,108.52541240369456,107.7932183486962,120.89050368968552,121.66008727951784,91.8300111369613,97.81752926725983,112.02596416369778,96.94825452492104,110.46693515291362,113.62375478458993,97.60056372550257,100.42930994215654,114.53099627070351,106.89609807790447,134.21791465035153,120.54632033068042,118.39223030269359,113.07950527954904,85.15797159380391,106.5528967634336,103.86774052544342
2018-03-14,106.31657612495133,107.97550898095946,109.15515708066334,124.6785342564511,120.42087847309409,89.68035669460524,97.16684534082515,115.80652704171372,95.2262349518038,112.67035077762573,115.80435106596853,96.612135924561,101.10332059564088,117.11968282075804,105.7493707119188,133.3330215218642,119.27471750630151,116.37425807620855,111.97552047275487,83.43926607110295,106.37673442850588,102.47871199932804
2018-03-15,105.86169738530575,108.32763873201068,106.24064848995972,125.7777350607601,123.02443396117022,87.2243391021191,98.39139747594953,115.14624350688122,92.98267515324274,111.32026711771292,115.31804157609879,97.03196510246896,102.24445060517235,115.87766688788552,106.33640337686056,130.91914548392901,119.45804752063299,115.16941400666565,111.33290558098092,85.25380548632828,108.33519125044745,103.74355578451849
2018-03-16,106.1747775039295,106.90710947436034,108.58667466752723,124.92144205353294,121.81547082749975,85.49068839714111,97.03638715377488,113.0759859374704,92.49586091568345,111.24992434496997,112.25290772509004,93.86132459736453,98.12902621969066,115.28809484488391,103.10364064133773,124.94782812323972,118.63628675892885,118.01262892316073,110.1929587948342,85.24268910969496,107.10566286036902,102.27132082021568
2018-03-19,107.56753641865333,108.39655947931938,108.73951703495418,128.20806935893637,122.88799775278466,85.30009067322035,98.67133270519487,112.55257228398972,93.3446811553589,112.15930908257319,114.94728107067726,95.6023950342298,99.21369672737912,118.01989378365391,106.51468675664903,127.4747242089476,120.0105940735486,117.03918692055161,109.9122724329994,85.82664817749858,107.35856686335472,103.15334430706628
2018-03-20,108.02575900654918,109.76396752935845,108.96209761836215,124.54744699835423,121.28919641553654,85.56930013053946,97.50644707944812,114.26127230275603,96.09445263474251,114.83053729203401,115.23424804122638,97.84338124957227,99.54207530787174,117.55058880098821,105.61545503314076,127.01218323271007,119.4414014458908,117.46474637068212,110.48244010745243,85.92324516035143,108.28132558552117,105.1070163722481
2018-03-21,103.87828810821564,111.29300863469234,108.01319782967,125.59653114273554,120.5909289609001,83.24915353146713,98.46198741478277,115.72313331046941,95.45074481146092,110.44014099550931,114.42479881306699,99.5724410797009,98.50793030781395,119.2603678071312,107.10660463242155,129.78688854912926,121.06441362853143,117.13568245232096,113.70854771317828,86.73235910116074,109.44320813370756,104.87532164370899
2018-03-22,102.36249616705703,112.81525420440349,105.25908766358098,121.93880748300394,122.6588424577102,81.98895582669763,96.11314947511232,115.9614762876522,93.23785002468259,112.37848997098054,114.64780844796941,98.35386775697592,101.2110111815248,117.59011313486569,107.71568113236695,129.69471201244733,122.83276911269033,119.30307689243716,113.24592523228547,85.3255034208176,109.60904376178875,103.29326508751002
2018-03-23,104.42746568841487,116.02181731524699,105.71735969305129,123.15654162772972,127.88004369138103,83.28434159973273,96.66353075369184,119.45533969922812,96.83365561628281,116.71432780273089,119.73218501356541,99.65299652021613,101.538275667319,123.12633230057045,109.49347431358673,132.16967326291405,128.29680785669248,123.22863692018632,116.46707570787872,90.19210171269012,111.23479963262548,107.26780905036685
2018-03-26,107.15928005862462,117.28070416312991,106.68558256446589,125.27135713385898,127.31863323470296,82.50519582291207,95.18622491013677,116.03071226925007,99.81562656682419,115.50903082446032,120.3480480592815,99.34725694150923,102.1165623406572,124.76640160354536,110.69855857060158,130.9465556590757,128.11428406696288,123.88456530276062,116.08401531260743,92.46443229128887,112.45469173954537,108.56653520036511
2018-03-27,109.3515113332977,117.08014089040617,108.21650941896888,125.09400067949053,127.37278503209865,84.6947043838888,98.90491287768573,118.39647582657977,102.36581243237387,120.83395834680518,123.51269542142967,104.054312285299,103.83592135708506,122.51351138811006,112.74162713650504,132.7055242742141,131.66316075116094,126.17051990875625,116.79907650490051,91.53887272580589,113.33195692609095,108.08849160304841
2018-03-28,111.88747276311311,117.55576945411599,105.56471500655103,125.10685516707684,128.82269375984202,83.76269017147081,99.09487135706631,118.78252585678767,101.65415946288347,122.02658184431802,123.49219798349091,104.02587478917584,101.77180195858018,120.90513491044328,113.53709412577005,131.28918578510354,134.20928617530973,124.58571419124651,116.60618692207488,92.21832743062522,110.38075440203654,104.52390462400918
2018-03-29,110.0877543569625,121.14895398600268,102.78080564982623,123.21278664356329,129.4956343354652,85.62927390557091,101.98501518426572,120.61624088076749,103.1316607321426,122.24438065975866,124.12206607596927,101.3029287013965,98.7002415508284,118.73386093549884,111.20274325350483,128.03854191129273,133.20780788402135,124.13990942339542,114.78360334874525,92.61072337088424,106.55197482236588,102.34847288173172
2018-03-30,107.40443458184231,118.12503085633357,104.27111482346838,123.3680726329431,126.444112418434,86.02978151837152,101.73721033396679,119.12284659072044,100.67969833126575,117.87168476781397,120.93896721336176,102.12645682458447,100.68085206742539,120.50855043624624,109.0690704827947,124.58864652801188,132.39676226921765,119.82872175181109,114.28526922352823,91.64609872223154,105.01788475187224,99.06079287827103
2018-04-02,105.76682220065267,113.30761584636376,104.9124319902651,127.45735108054225,130.42483728196677,85.63792882934005,100.900096980865,120.08379264597045,99.22980593752959,118.73734511762751,122.71618102200748,104.67626846035367,101.19038679809826,120.93130588264405,107.95174932094892,123.61933812434646,132.81593278850556,121.27549585811627,116.50701808695398,91.14346725348064,108.02442464350257,99.30808301746293
2018-04-03,101.30370505244909,114.14910391779578,106.08705790389672,126.93779401788183,130.57462410711878,85.80106799617518,97.45938404729752,117.93969147288593,99.28033462900947,115.58789106180639,122.13770777857388,102.56127036652609,101.91289043050833,120.88401814232486,105.29014408621435,125.7591332778874,131.37152217369515,119.818953614815,117.00895257507244,92.72691662852584,106.46017921444567,99.41422252491587
2018-04-04,102.69534101491249,114.78665237820991,105.35844612298698,127.80578909980478,129.1988523696518,82.99283212638042,98.48738949466853,120.13921816598513,96.05022242779448,114.75964470852482,123.96184883014048,106.29534469221414,102.50986593761586,120.23435767752194,105.92051745079108,129.26371712062166,130.82716263692504,119.04707007899708,117.0235205262908,91.9151730420144,107.29151896045059,102.38829590878642
2018-04-05,102.47772488659199,112.3543531885464,107.2047051718604,128.20318756697026,129.40166260065658,87.15531577614433,98.7780676555414,118.67064041835728,95.23302710195955,116.82574450588372,124.1310893519765,104.45673090044939,104.36174616242229,119.54358604276501,109.46083504019127,131.9829778094111,130.50887622136656,121.84374726625857,117.89526390453014,93.48403235748619,108.64113992115698,101.52635042722989
2018-04-06,102.05710081927006,111.77711714967076,104.88378369565321,128.07900842055366,132.45751855205802,85.83962739491288,98.64275735099106,121.02719028983086,94.9153791722488,117.67465983410892,122.17204155476902,104.36292964088118,103.30458651576669,120.43578189845508,110.84807293751648,136.29701112064683,130.68792129780763,121.54697814856823,117.41724909884867,92.30425523308261,108.35756654149647,100.33304837164471
2018-04-09,101.83912456096054,115.1371921085922,107.20992328166352,128.16232430355956,128.5624341144001,86.16967923375867,101.90471705794369,122.62115399111671,94.7942810454211,118.17882986257779,125.05966061545217,105.47152853855907,103.18450012269285,120.06473919112622,110.3432453265778,134.6613158601789,134.17103760860508,121.25365182562501,119.90856528988212,94.63413209178323,110.31665001005129,99.92642130465103
2018-04-10,100.97305086789291,116.27895991361596,105.87614223176996,131.11774133879683,128.34072840562766,86.8649471382155,102.77865515068463,122.6891594326537,96.02809135632202,117.95745027657698,127.36939744071734,103.89526349305027,103.9212843795306,124.18640513153184,109.46546846381665,134.12824317894365,135.909005886619,122.21622246294064,121.18819228873318,95.82487249737997,111.92380814475531,102.11383651931231
2018-04-11,102.33380087605462,119.98662986077385,106.228531668634,129.8983311757387,131.15447488882415,87.00237140974494,99.6459458615542,124.53168189768425,95.44072304212273,118.41605312470217,128.8493213758096,104.74464042298877,105.57982662820808,124.03558426002917,110.75970161758234,134.2341127831211,138.13791101399752,123.99426514950048,120.29755044834113,97.89541376019919,111.57993883175173,103.89456814663154
2018-04-12,103.98761000663094,121.69921885457596,106.7082760420536,129.93207239953733,133.3587325768111,86.59069863907662,100.03989468908763,124.99293007268909,98.69058961471602,124.21900986554333,132.02589504661117,104.98294724968085,106.19833755786553,126.79359266338743,109.89618849283258,135.45293462663867,140.82267825604478,125.52235315243334,121.32197941561472,99.83600816924817,107.54401598317193,105.45044930932787
2018-04-13,102.48749177636884,121.51799737595054,105.69341247929282,130.8213547901412,135.59052639620532,86.38545664002734,100.47376972399898,123.81645807722339,96.83035387455915,118.86110208311194,129.3126080712805,102.87304122079365,108.86553350364113,125.51460092075074,109.23016566042911,135.53125798435653,139.8658062527356,127.77885059668827,119.38720037738278,99.38377138195061,105.73092979409003,102.57700408943472
2018-04-16,101.08576452646587,119.37638385601834,102.73019291340843,129.75021404253727,131.5889740760291,86.74510659279552,100.00329034290014,120.35141784956812,95.827721719163,116.94298507129648,129.53493525581086,104.22741908422884,105.04774812570344,124.8599371078065,108.19140453707763,135.9432743566479,139.3422494240395,125.45062166832626,117.97141056144362,97.5072450803743,106.97721045286204,101.89778488069014
