timestamp,price,volume,side
2024-05-06 09:30:30.414599996,98.47,138.0,buy
2024-05-06 09:30:31.224841794,98.41,101.0,sell
2024-05-06 09:30:31.263579728,98.54,132.0,sell
2024-05-06 09:30:33.430652898,98.6,79.0,buy
2024-05-06 09:30:34.170394786,98.71,174.0,buy
2024-05-06 09:30:34.281164506,98.96,64.0,buy
2024-05-06 09:30:34.283933216,98.9,70.0,buy
2024-05-06 09:30:35.128881605,98.9,95.0,buy
2024-05-06 09:30:35.742429559,99.02,53.0,sell
2024-05-06 09:30:36.395261013,98.79,90.0,buy
2024-05-06 09:30:37.132868276,98.92,60.0,sell
2024-05-06 09:30:37.171332909,99.01,96.0,buy
2024-05-06 09:30:37.393279245,99.12,141.0,buy
2024-05-06 09:30:37.454854298,99.07,150.0,buy
2024-05-06 09:30:38.449119083,99.19,65.0,buy
2024-05-06 09:30:38.937269679,99.22,93.0,buy
2024-05-06 09:30:39.138179080,99.2,54.0,buy
2024-05-06 09:30:39.171013113,99.23,79.0,sell
2024-05-06 09:30:39.357257288,99.28,71.0,buy
2024-05-06 09:30:39.553914395,99.24,115.0,sell
2024-05-06 09:30:40.207852287,99.16,135.0,sell
2024-05-06 09:30:40.715296966,99.24,133.0,buy
2024-05-06 09:30:41.806422922,99.28,91.0,sell
2024-05-06 09:30:42.125955988,99.33,66.0,buy
2024-05-06 09:30:42.189642186,99.32,76.0,buy
2024-05-06 09:30:42.814205358,99.4,196.0,buy
2024-05-06 09:30:43.529401734,99.22,91.0,buy
2024-05-06 09:30:43.941345482,99.38,72.0,sell
2024-05-06 09:30:44.678290465,99.5,87.0,sell
2024-05-06 09:30:45.018697831,99.36,127.0,buy
2024-05-06 09:30:45.388537250,99.35,243.0,sell
2024-05-06 09:30:45.667444347,99.28,171.0,buy
2024-05-06 09:30:45.680318234,99.36,94.0,buy
2024-05-06 09:30:45.737401952,99.47,94.0,sell
2024-05-06 09:30:45.753368793,99.43,61.0,sell
2024-05-06 09:30:46.259233568,99.64,95.0,buy
2024-05-06 09:30:46.447931922,99.68,147.0,sell
2024-05-06 09:30:46.803150511,99.73,83.0,buy
2024-05-06 09:30:47.993783276,99.8,62.0,buy
2024-05-06 09:30:48.137152687,99.8,146.0,sell
2024-05-06 09:30:48.401293675,99.88,80.0,sell
2024-05-06 09:30:49.105668249,99.96,95.0,buy
2024-05-06 09:30:49.235570827,100.11,106.0,sell
2024-05-06 09:30:49.275622966,100.15,66.0,buy
2024-05-06 09:30:49.446693118,100.05,140.0,buy
2024-05-06 09:30:49.534597298,99.94,63.0,sell
2024-05-06 09:30:50.862072341,99.96,149.0,buy
2024-05-06 09:30:51.687515881,100.04,154.0,sell
2024-05-06 09:30:52.189262976,99.78,84.0,sell
2024-05-06 09:30:53.215022841,99.67,160.0,sell
2024-05-06 09:30:54.029007312,99.68,114.0,sell
2024-05-06 09:30:54.132255050,99.7,77.0,buy
2024-05-06 09:30:55.247661752,99.55,138.0,buy
2024-05-06 09:30:55.635211703,99.62,187.0,buy
2024-05-06 09:30:56.458885849,99.49,102.0,sell
2024-05-06 09:30:57.591007174,99.43,44.0,buy
2024-05-06 09:30:57.782372532,99.25,79.0,sell
2024-05-06 09:30:57.840668612,99.29,54.0,sell
2024-05-06 09:30:57.970011985,99.29,57.0,buy
2024-05-06 09:30:58.248540831,99.48,123.0,sell
2024-05-06 09:30:59.100455695,99.6,83.0,sell
2024-05-06 09:31:00.086128181,99.71,120.0,sell
2024-05-06 09:31:00.089616385,99.78,173.0,buy
2024-05-06 09:31:00.447054465,99.8,77.0,buy
2024-05-06 09:31:00.717191125,99.77,108.0,buy
2024-05-06 09:31:00.842774795,99.82,59.0,buy
2024-05-06 09:31:00.906614990,99.91,147.0,buy
2024-05-06 09:31:01.112569280,99.8,168.0,buy
2024-05-06 09:31:02.544129842,99.66,110.0,sell
2024-05-06 09:31:02.739321743,99.62,163.0,sell
2024-05-06 09:31:03.105048146,99.77,66.0,sell
2024-05-06 09:31:03.712091634,99.81,146.0,buy
2024-05-06 09:31:03.938078884,99.57,85.0,buy
2024-05-06 09:31:05.721977953,99.5,147.0,sell
2024-05-06 09:31:07.362982885,99.68,90.0,buy
2024-05-06 09:31:07.508013532,99.62,94.0,sell
2024-05-06 09:31:07.851843172,99.74,105.0,sell
2024-05-06 09:31:08.030808402,99.84,130.0,sell
2024-05-06 09:31:08.198433240,99.84,70.0,buy
2024-05-06 09:31:08.217225479,99.81,120.0,buy
2024-05-06 09:31:08.687471515,100.03,121.0,sell
2024-05-06 09:31:09.036731331,99.96,51.0,buy
2024-05-06 09:31:09.063156875,100.04,141.0,sell
2024-05-06 09:31:09.226469835,100.12,60.0,buy
2024-05-06 09:31:10.420900311,100.26,98.0,sell
2024-05-06 09:31:10.557830587,100.2,156.0,sell
2024-05-06 09:31:10.636096017,100.3,102.0,buy
2024-05-06 09:31:10.972232072,100.36,79.0,sell
2024-05-06 09:31:13.094250563,100.2,104.0,sell
2024-05-06 09:31:13.232822970,100.07,94.0,sell
2024-05-06 09:31:13.790400475,100.09,150.0,buy
2024-05-06 09:31:14.507344288,99.97,112.0,sell
2024-05-06 09:31:14.643010875,100.03,156.0,sell
2024-05-06 09:31:15.294385339,100.09,95.0,buy
2024-05-06 09:31:15.523646737,100.11,68.0,sell
2024-05-06 09:31:16.023898612,99.97,83.0,sell
2024-05-06 09:31:16.525817526,99.95,103.0,sell
2024-05-06 09:31:16.909510151,100.08,148.0,buy
2024-05-06 09:31:16.956824730,100.04,76.0,sell
2024-05-06 09:31:17.858647127,100.11,73.0,buy
2024-05-06 09:31:18.052052274,100.15,104.0,sell
2024-05-06 09:31:18.155268328,100.08,72.0,buy
2024-05-06 09:31:18.176083207,100.2,157.0,buy
2024-05-06 09:31:18.622972410,100.25,192.0,buy
2024-05-06 09:31:19.188898277,100.21,142.0,sell
2024-05-06 09:31:19.197261751,100.25,208.0,sell
2024-05-06 09:31:19.556077043,100.08,47.0,buy
2024-05-06 09:31:19.684489116,100.16,128.0,buy
2024-05-06 09:31:20.202551287,100.0,148.0,sell
2024-05-06 09:31:20.298353398,99.75,62.0,buy
2024-05-06 09:31:20.885459662,99.92,70.0,buy
2024-05-06 09:31:21.129939012,99.94,70.0,sell
2024-05-06 09:31:22.510110921,100.1,90.0,buy
2024-05-06 09:31:22.584083128,100.16,89.0,sell
2024-05-06 09:31:22.792649345,100.21,82.0,sell
2024-05-06 09:31:22.852871488,100.29,75.0,sell
2024-05-06 09:31:24.145966686,100.14,78.0,buy
2024-05-06 09:31:25.195133540,100.0,77.0,buy
2024-05-06 09:31:25.344297225,99.9,99.0,sell
2024-05-06 09:31:25.883678595,99.96,145.0,sell
2024-05-06 09:31:26.733420631,99.92,104.0,buy
2024-05-06 09:31:27.138486811,100.02,185.0,sell
2024-05-06 09:31:27.515626516,100.12,79.0,sell
2024-05-06 09:31:27.654065039,100.18,90.0,buy
2024-05-06 09:31:27.702928109,100.26,137.0,buy
2024-05-06 09:31:28.840489722,100.24,113.0,buy
2024-05-06 09:31:29.993876936,100.44,114.0,sell
2024-05-06 09:31:30.495211895,100.25,107.0,sell
2024-05-06 09:31:30.702235150,100.4,141.0,buy
2024-05-06 09:31:30.917018958,100.37,76.0,sell
2024-05-06 09:31:31.564251673,100.2,46.0,sell
2024-05-06 09:31:32.701300348,100.43,163.0,sell
2024-05-06 09:31:33.791866632,100.56,76.0,sell
2024-05-06 09:31:34.548647728,100.55,76.0,buy
2024-05-06 09:31:35.062303075,100.48,99.0,buy
2024-05-06 09:31:35.106248938,100.43,59.0,buy
2024-05-06 09:31:35.194396046,100.18,105.0,buy
2024-05-06 09:31:36.338511296,100.1,141.0,sell
2024-05-06 09:31:36.804758269,99.95,47.0,sell
2024-05-06 09:31:36.809378072,100.01,110.0,buy
2024-05-06 09:31:36.862876523,100.14,128.0,sell
2024-05-06 09:31:37.407457716,100.12,167.0,sell
2024-05-06 09:31:37.409994935,100.1,136.0,sell
2024-05-06 09:31:37.497652843,100.19,61.0,buy
2024-05-06 09:31:37.895501766,100.0,120.0,sell
2024-05-06 09:31:38.484159409,99.98,91.0,sell
2024-05-06 09:31:39.011880150,100.2,146.0,buy
2024-05-06 09:31:39.138855084,100.17,73.0,sell
2024-05-06 09:31:39.761563728,100.19,130.0,sell
2024-05-06 09:31:39.896975608,100.13,113.0,buy
2024-05-06 09:31:40.093793062,100.0,191.0,sell
2024-05-06 09:31:40.779971838,99.88,73.0,sell
2024-05-06 09:31:41.304358745,99.86,57.0,sell
2024-05-06 09:31:42.250336783,99.81,84.0,buy
2024-05-06 09:31:42.786243428,99.7,99.0,sell
2024-05-06 09:31:43.206265581,99.93,54.0,sell
2024-05-06 09:31:43.255444112,99.9,85.0,sell
2024-05-06 09:31:43.484652265,99.98,184.0,sell
2024-05-06 09:31:43.638732339,100.08,160.0,sell
2024-05-06 09:31:43.778582441,100.22,115.0,buy
2024-05-06 09:31:45.584737144,100.11,69.0,sell
2024-05-06 09:31:45.834430893,100.1,91.0,buy
2024-05-06 09:31:46.947458498,99.91,84.0,buy
2024-05-06 09:31:47.446125691,100.05,112.0,sell
2024-05-06 09:31:48.238038318,100.05,133.0,buy
2024-05-06 09:31:48.587255980,100.06,132.0,buy
2024-05-06 09:31:49.017333931,100.04,84.0,sell
2024-05-06 09:31:49.356480648,100.12,144.0,buy
2024-05-06 09:31:49.465088095,100.1,60.0,sell
2024-05-06 09:31:50.105968997,100.0,74.0,buy
2024-05-06 09:31:50.270757681,99.99,84.0,buy
2024-05-06 09:31:50.283065922,100.05,54.0,sell
2024-05-06 09:31:50.801550315,99.93,60.0,buy
2024-05-06 09:31:50.899017100,100.15,121.0,sell
2024-05-06 09:31:52.309558674,100.15,45.0,sell
2024-05-06 09:31:53.848339880,100.22,73.0,sell
2024-05-06 09:31:55.080094822,99.99,107.0,buy
2024-05-06 09:31:55.311238521,99.94,100.0,buy
2024-05-06 09:31:55.319027178,100.0,53.0,buy
2024-05-06 09:31:56.636788907,100.03,132.0,sell
2024-05-06 09:31:56.916258045,99.98,92.0,sell
2024-05-06 09:31:58.616679053,99.91,71.0,sell
2024-05-06 09:32:00.273546792,99.86,87.0,sell
2024-05-06 09:32:01.232240300,99.88,91.0,sell
2024-05-06 09:32:01.406628334,99.82,54.0,buy
2024-05-06 09:32:01.649774300,99.88,123.0,buy
2024-05-06 09:32:02.602137627,99.88,90.0,buy
2024-05-06 09:32:02.792710742,99.88,100.0,buy
2024-05-06 09:32:02.885570050,99.86,85.0,sell
2024-05-06 09:32:03.292438546,99.86,85.0,sell
2024-05-06 09:32:04.668085282,99.78,81.0,sell
2024-05-06 09:32:05.263498081,99.73,51.0,buy
2024-05-06 09:32:05.685554249,99.67,84.0,buy
2024-05-06 09:32:05.736668348,99.55,135.0,buy
2024-05-06 09:32:06.213933705,99.47,87.0,sell
2024-05-06 09:32:08.519218579,99.43,115.0,sell
2024-05-06 09:32:08.594678873,99.31,322.0,buy
2024-05-06 09:32:08.959926535,99.34,176.0,sell
2024-05-06 09:32:10.009230854,99.22,141.0,buy
2024-05-06 09:32:10.684247978,99.52,72.0,sell
2024-05-06 09:32:11.281285191,99.55,128.0,sell
2024-05-06 09:32:11.887428969,99.63,101.0,sell
2024-05-06 09:32:12.110175140,99.75,96.0,buy
2024-05-06 09:32:12.283956182,99.71,86.0,buy
2024-05-06 09:32:13.112643436,99.94,117.0,buy
2024-05-06 09:32:13.943307535,100.11,109.0,sell
2024-05-06 09:32:14.952282559,100.1,118.0,buy
2024-05-06 09:32:16.174590540,100.16,195.0,buy
2024-05-06 09:32:16.532637159,100.0,94.0,buy
2024-05-06 09:32:16.880729347,100.05,39.0,sell
2024-05-06 09:32:17.681204313,99.88,65.0,sell
2024-05-06 09:32:18.206063851,99.73,109.0,buy
2024-05-06 09:32:18.811339175,99.78,100.0,buy
2024-05-06 09:32:19.605648913,99.69,94.0,buy
2024-05-06 09:32:20.709310651,99.69,214.0,buy
2024-05-06 09:32:20.915551854,99.65,124.0,buy
2024-05-06 09:32:21.151020249,99.62,118.0,sell
2024-05-06 09:32:21.200368268,99.79,113.0,sell
2024-05-06 09:32:21.632075282,99.92,115.0,sell
2024-05-06 09:32:21.650377334,99.78,172.0,sell
2024-05-06 09:32:21.963680808,99.66,109.0,buy
2024-05-06 09:32:22.354828101,99.82,107.0,buy
2024-05-06 09:32:22.523643431,99.87,129.0,buy
2024-05-06 09:32:22.970459696,99.87,85.0,buy
2024-05-06 09:32:22.985947227,99.86,95.0,sell
2024-05-06 09:32:23.004978977,99.69,122.0,buy
2024-05-06 09:32:23.869654661,99.62,80.0,buy
2024-05-06 09:32:24.092947173,99.65,53.0,sell
2024-05-06 09:32:24.160891694,99.78,111.0,sell
2024-05-06 09:32:24.530218488,99.79,121.0,buy
2024-05-06 09:32:25.265042457,99.88,194.0,sell
2024-05-06 09:32:25.386601460,99.86,37.0,sell
2024-05-06 09:32:25.874211270,99.96,117.0,sell
2024-05-06 09:32:25.918816784,99.96,87.0,sell
2024-05-06 09:32:25.945349332,99.76,88.0,buy
2024-05-06 09:32:26.324303802,99.7,57.0,buy
2024-05-06 09:32:26.713259024,99.6,60.0,sell
2024-05-06 09:32:27.220527748,99.69,123.0,sell
2024-05-06 09:32:27.868008029,99.45,105.0,sell
2024-05-06 09:32:29.729786534,99.54,90.0,buy
2024-05-06 09:32:30.092932093,99.5,190.0,buy
2024-05-06 09:32:30.287941950,99.35,96.0,buy
2024-05-06 09:32:31.080768940,99.37,122.0,sell
2024-05-06 09:32:31.238694673,99.35,58.0,sell
2024-05-06 09:32:31.527686388,99.4,99.0,buy
2024-05-06 09:32:31.568538973,99.5,132.0,sell
2024-05-06 09:32:31.581377777,99.68,221.0,sell
2024-05-06 09:32:33.225067739,99.89,56.0,sell
2024-05-06 09:32:34.128951560,99.88,98.0,sell
2024-05-06 09:32:34.724272927,99.98,248.0,sell
2024-05-06 09:32:34.987202749,99.79,59.0,buy
2024-05-06 09:32:35.082356017,99.79,113.0,buy
2024-05-06 09:32:35.167416388,99.8,84.0,sell
2024-05-06 09:32:35.311419382,100.03,56.0,buy
2024-05-06 09:32:35.709814706,100.01,106.0,buy
2024-05-06 09:32:36.336739350,99.97,50.0,buy
2024-05-06 09:32:36.876434525,100.09,63.0,sell
2024-05-06 09:32:37.040640656,100.23,159.0,buy
2024-05-06 09:32:38.589692405,100.26,207.0,buy
2024-05-06 09:32:39.259201108,100.33,168.0,sell
2024-05-06 09:32:39.663316348,100.4,75.0,buy
2024-05-06 09:32:40.136331585,100.43,94.0,buy
2024-05-06 09:32:40.408350517,100.43,108.0,buy
2024-05-06 09:32:40.550681163,100.42,33.0,sell
2024-05-06 09:32:40.770688228,100.45,70.0,sell
2024-05-06 09:32:41.479779152,100.55,86.0,buy
2024-05-06 09:32:41.487028192,100.55,78.0,sell
2024-05-06 09:32:41.548718388,100.66,68.0,buy
2024-05-06 09:32:41.572265576,100.67,68.0,buy
2024-05-06 09:32:41.593056302,100.63,196.0,buy
2024-05-06 09:32:42.560157819,100.72,53.0,buy
2024-05-06 09:32:43.168278125,100.89,41.0,sell
2024-05-06 09:32:43.489670422,101.0,162.0,sell
2024-05-06 09:32:43.541148881,100.82,68.0,sell
2024-05-06 09:32:43.879407864,101.0,83.0,sell
2024-05-06 09:32:44.200133030,101.07,107.0,buy
2024-05-06 09:32:44.295230387,101.15,202.0,sell
2024-05-06 09:32:44.579679952,101.08,177.0,sell
2024-05-06 09:32:44.833848260,101.13,164.0,buy
2024-05-06 09:32:45.312209476,100.98,107.0,sell
2024-05-06 09:32:45.816266744,101.08,57.0,sell
2024-05-06 09:32:45.839447906,101.22,94.0,buy
2024-05-06 09:32:46.074139909,101.23,86.0,sell
2024-05-06 09:32:46.565702406,101.17,67.0,sell
2024-05-06 09:32:46.915422132,101.24,83.0,buy
2024-05-06 09:32:47.886096859,101.22,112.0,sell
2024-05-06 09:32:48.423584241,101.41,68.0,buy
2024-05-06 09:32:48.512510675,101.29,53.0,buy
2024-05-06 09:32:48.549101893,101.36,52.0,buy
2024-05-06 09:32:49.063298967,101.17,63.0,sell
2024-05-06 09:32:49.076733503,101.11,75.0,buy
2024-05-06 09:32:49.517407191,101.06,193.0,buy
2024-05-06 09:32:50.926034920,101.08,146.0,sell
2024-05-06 09:32:51.354426143,101.11,93.0,buy
2024-05-06 09:32:51.600076489,101.19,170.0,sell
2024-05-06 09:32:52.115490068,101.2,110.0,buy
2024-05-06 09:32:52.421968055,100.98,127.0,sell
2024-05-06 09:32:52.816375235,101.07,139.0,sell
2024-05-06 09:32:54.235438808,101.11,41.0,sell
2024-05-06 09:32:54.479402572,101.12,66.0,sell
2024-05-06 09:32:56.103948503,101.18,101.0,sell
2024-05-06 09:32:57.282736594,101.12,105.0,buy
2024-05-06 09:32:57.391684725,101.22,85.0,sell
2024-05-06 09:32:57.427626803,101.33,87.0,sell
2024-05-06 09:32:57.480739470,101.21,190.0,sell
2024-05-06 09:32:57.489934414,101.2,77.0,sell
2024-05-06 09:32:57.539536920,101.35,82.0,buy
2024-05-06 09:32:58.113974356,101.23,97.0,sell
2024-05-06 09:32:58.150899170,101.48,129.0,buy
2024-05-06 09:32:58.342977764,101.52,89.0,buy
2024-05-06 09:32:59.274740784,101.65,63.0,sell
2024-05-06 09:32:59.286514286,101.54,72.0,sell
2024-05-06 09:33:00.128779539,101.41,88.0,buy
2024-05-06 09:33:00.294321272,101.41,119.0,sell
2024-05-06 09:33:00.357196332,101.47,104.0,sell
2024-05-06 09:33:00.953774036,101.24,55.0,buy
2024-05-06 09:33:01.449473624,101.28,90.0,buy
2024-05-06 09:33:02.499181532,101.27,146.0,sell
2024-05-06 09:33:03.163328321,101.37,169.0,sell
2024-05-06 09:33:03.976826224,101.51,45.0,buy
2024-05-06 09:33:04.142493155,101.59,181.0,buy
2024-05-06 09:33:04.240159803,101.68,62.0,sell
2024-05-06 09:33:04.934538001,101.87,108.0,sell
2024-05-06 09:33:05.756642593,101.71,130.0,buy
2024-05-06 09:33:08.085145038,101.78,53.0,sell
2024-05-06 09:33:08.351184715,101.87,78.0,buy
2024-05-06 09:33:08.583806671,101.98,166.0,sell
2024-05-06 09:33:09.332783922,102.14,69.0,buy
2024-05-06 09:33:09.541150758,102.09,76.0,sell
2024-05-06 09:33:10.876219720,102.12,111.0,buy
2024-05-06 09:33:11.853639299,102.09,156.0,buy
2024-05-06 09:33:12.133817103,102.17,158.0,sell
2024-05-06 09:33:12.828709462,102.18,89.0,sell
2024-05-06 09:33:13.531025955,102.09,123.0,buy
2024-05-06 09:33:13.585444715,102.01,99.0,sell
2024-05-06 09:33:14.749667555,102.09,70.0,sell
2024-05-06 09:33:15.101521300,102.15,51.0,sell
2024-05-06 09:33:15.977187579,102.2,83.0,sell
2024-05-06 09:33:16.170055292,102.01,73.0,sell
2024-05-06 09:33:17.299450549,101.95,164.0,buy
2024-05-06 09:33:17.545944776,101.83,45.0,sell
2024-05-06 09:33:17.551393179,101.88,100.0,buy
2024-05-06 09:33:18.730346828,101.76,87.0,buy
2024-05-06 09:33:18.778209633,101.67,94.0,sell
2024-05-06 09:33:18.970536450,101.6,86.0,sell
2024-05-06 09:33:20.469022641,101.5,154.0,buy
2024-05-06 09:33:21.972997411,101.45,55.0,buy
2024-05-06 09:33:22.398996057,101.56,50.0,sell
2024-05-06 09:33:22.898611097,101.46,227.0,sell
2024-05-06 09:33:23.196118429,101.57,105.0,sell
2024-05-06 09:33:23.369629818,101.61,108.0,sell
2024-05-06 09:33:23.568872986,101.55,123.0,sell
2024-05-06 09:33:24.127034775,101.74,237.0,buy
2024-05-06 09:33:24.824953712,101.67,211.0,buy
2024-05-06 09:33:25.609051420,101.78,56.0,sell
2024-05-06 09:33:26.388466936,101.68,200.0,sell
2024-05-06 09:33:26.436285410,101.52,180.0,buy
2024-05-06 09:33:26.777310208,101.47,98.0,buy
2024-05-06 09:33:26.806951061,101.54,227.0,buy
2024-05-06 09:33:27.205681719,101.54,70.0,buy
2024-05-06 09:33:27.496959357,101.5,65.0,sell
2024-05-06 09:33:28.590268689,101.54,94.0,buy
2024-05-06 09:33:28.806364498,101.56,171.0,buy
2024-05-06 09:33:28.868617487,101.73,103.0,buy
2024-05-06 09:33:28.945771314,101.83,102.0,buy
2024-05-06 09:33:29.662486588,101.77,67.0,buy
2024-05-06 09:33:30.143939428,101.8,83.0,buy
2024-05-06 09:33:30.197243784,101.85,132.0,buy
2024-05-06 09:33:30.241171545,101.85,216.0,sell
2024-05-06 09:33:30.844775781,101.91,150.0,buy
2024-05-06 09:33:30.882548825,101.94,91.0,sell
2024-05-06 09:33:31.745141752,101.89,95.0,sell
2024-05-06 09:33:32.357641629,102.01,125.0,sell
2024-05-06 09:33:32.400066004,102.02,83.0,sell
2024-05-06 09:33:32.444392938,102.16,180.0,sell
2024-05-06 09:33:34.602122219,102.09,187.0,buy
2024-05-06 09:33:34.836541010,102.21,238.0,buy
2024-05-06 09:33:35.068068641,102.06,105.0,buy
2024-05-06 09:33:35.905856342,102.07,53.0,sell
2024-05-06 09:33:37.376938611,102.16,48.0,sell
2024-05-06 09:33:39.511325581,102.14,87.0,sell
2024-05-06 09:33:40.211275196,102.18,166.0,buy
2024-05-06 09:33:40.447285696,102.27,98.0,sell
2024-05-06 09:33:40.490882693,102.27,201.0,buy
2024-05-06 09:33:41.241503963,102.22,76.0,buy
2024-05-06 09:33:41.650184167,102.22,69.0,buy
2024-05-06 09:33:41.926200729,102.22,168.0,sell
2024-05-06 09:33:43.110319567,102.17,152.0,sell
2024-05-06 09:33:43.169259671,102.12,137.0,buy
2024-05-06 09:33:43.508512226,102.12,119.0,sell
2024-05-06 09:33:43.514221520,102.08,69.0,buy
2024-05-06 09:33:43.830398705,102.07,128.0,sell
2024-05-06 09:33:43.859373921,102.12,307.0,buy
2024-05-06 09:33:43.922619419,102.16,79.0,sell
2024-05-06 09:33:43.985132535,102.23,61.0,buy
2024-05-06 09:33:44.508916728,102.26,137.0,sell
2024-05-06 09:33:45.194215587,102.07,151.0,buy
2024-05-06 09:33:45.631992475,102.27,60.0,sell
2024-05-06 09:33:47.269352580,102.27,94.0,buy
2024-05-06 09:33:47.504250869,102.33,108.0,sell
2024-05-06 09:33:47.672485448,102.39,87.0,sell
2024-05-06 09:33:48.687236717,102.21,130.0,sell
2024-05-06 09:33:48.813777751,102.2,207.0,buy
2024-05-06 09:33:50.465212804,102.26,79.0,sell
2024-05-06 09:33:50.471327276,102.38,165.0,buy
2024-05-06 09:33:52.222590737,102.4,79.0,sell
2024-05-06 09:33:52.244650237,102.45,188.0,buy
2024-05-06 09:33:53.353510851,102.71,84.0,sell
2024-05-06 09:33:53.728582476,102.49,97.0,buy
2024-05-06 09:33:56.206996780,102.41,71.0,buy
2024-05-06 09:33:56.245327468,102.35,48.0,sell
2024-05-06 09:33:56.648882300,102.42,171.0,sell
2024-05-06 09:33:58.390669911,102.53,267.0,buy
2024-05-06 09:33:58.760891877,102.39,135.0,sell
2024-05-06 09:33:59.257206023,102.48,100.0,buy
2024-05-06 09:33:59.852156642,102.61,106.0,buy
2024-05-06 09:34:00.155220519,102.62,103.0,buy
2024-05-06 09:34:00.649057606,102.46,105.0,buy
2024-05-06 09:34:01.087970537,102.43,108.0,buy
2024-05-06 09:34:02.245086922,102.56,119.0,sell
2024-05-06 09:34:02.268342653,102.53,221.0,sell
2024-05-06 09:34:02.433264015,102.51,143.0,buy
2024-05-06 09:34:03.935262018,102.52,75.0,buy
2024-05-06 09:34:05.040099933,102.38,105.0,buy
2024-05-06 09:34:05.344187564,102.22,106.0,buy
2024-05-06 09:34:05.828154078,102.38,116.0,sell
2024-05-06 09:34:05.990590788,102.46,112.0,buy
2024-05-06 09:34:06.094792869,102.56,42.0,buy
2024-05-06 09:34:06.406322168,102.65,93.0,buy
2024-05-06 09:34:06.624298935,102.44,63.0,sell
2024-05-06 09:34:07.062420788,102.32,20.0,sell
2024-05-06 09:34:07.102881931,102.15,168.0,buy
2024-05-06 09:34:08.935361992,102.21,104.0,buy
