Date,SPY,QQQ,AAPL,MSFT
2018-05-09,270.27939234859457,151.85843617840555,45.632250005458936,85.77736468601654
2018-05-10,273.03042771265837,154.4650071539412,46.67921532129701,88.79682888958261
2018-05-11,272.5082355015122,152.1959950296111,46.71518613155723,87.35904996693806
2018-05-14,272.95419294366246,153.7574300873597,46.490962678961395,87.31177007230129
2018-05-15,268.1533743872824,149.90631913689052,45.47966968322531,85.49341666796583
2018-05-16,269.10554649629694,149.19002359265207,44.34076004230432,85.2600058845613
2018-05-17,267.78010397853933,148.78467926195177,44.495615871909415,85.07565680245547
2018-05-18,270.2093800029497,150.56421223146813,45.27945013570759,85.64383904950398
2018-05-21,269.7707280040477,150.4785050412612,45.599002873482156,85.32386638473714
2018-05-22,271.4814542848552,151.33065669926856,45.83699864321541,86.40878605606618
2018-05-23,265.52435075697707,146.32355761080873,43.6796332340061,82.11218821141802
2018-05-24,263.59864493027675,145.80044560024317,43.385043778160956,81.87238578473259
2018-05-25,266.9843739784784,149.21033027037765,44.39504448937822,84.60281827207574
2018-05-28,267.3735261632621,148.680490857323,44.0174709359068,83.42837550957
2018-05-29,264.80350717236547,146.7143509220644,43.7456305807893,83.43501111429035
2018-05-30,260.7931353261265,144.52825333102123,42.64023167212264,82.42807382709793
2018-05-31,260.5130692916135,142.69830370495066,42.49362692966252,81.15709355417216
2018-06-01,259.04740479682647,140.82876082605944,41.689667217999876,80.43668798080569
2018-06-04,258.598625376961,140.84818323626226,41.83323453989367,81.24904100879202
2018-06-05,257.7015740845688,138.99190289001055,41.710082184999415,80.08854179571006
2018-06-06,261.0866699529109,141.44357473730028,42.43081684419892,81.73615209226843
2018-06-07,267.03686733400474,147.0817662140013,44.190781585168736,85.00201203540831
2018-06-08,270.4269617605857,148.4445997830216,44.79354692581206,85.89065763680829
2018-06-11,271.5030407601501,148.34964829288631,44.14021714859564,84.56632178322582
2018-06-12,268.1952604534174,145.85817687519136,43.26095903151016,84.40910692068024
2018-06-13,271.6917060411726,147.15855093869453,43.84436707888916,85.02245111228599
2018-06-14,270.92865261090753,146.86340225912187,44.0049501791864,84.61618674719745
2018-06-15,274.32961531590854,147.92322775665082,44.38385829870391,87.09526477414059
2018-06-18,275.137713939489,149.7824148785736,44.97443709831445,88.48040457034494
2018-06-19,275.07390145786184,149.58981670751967,44.60218349203717,88.6849856647901
2018-06-20,272.542938659305,148.6398954283664,44.73845727735204,88.29496269875266
2018-06-21,271.7716859609709,148.5900111522368,44.58821316479881,88.86634018346852
2018-06-22,266.29588378987427,144.85311612345848,42.628478032566164,85.61797330615515
2018-06-25,270.55751068064404,148.3668836126787,43.41018857683733,86.66688627630604
2018-06-26,261.7217697179653,142.32723862413792,42.513107529014,83.37537856381437
2018-06-27,260.1735590938535,141.78323240628754,41.72681090608134,82.82229803220048
2018-06-28,260.57450202757366,141.96530809830597,42.0999446853445,83.16983779867279
2018-06-29,262.6648345416609,142.6622741784521,42.69835530229126,84.72383494325685
2018-07-02,259.89826585595137,140.15561613581647,42.461568481639915,83.16337407155801
2018-07-03,264.1771794761062,142.42193300135435,43.79286958619709,84.6870827137289
2018-07-04,265.0609916863667,144.39796258076223,44.24568116538373,85.13070457030393
2018-07-05,263.82489895001584,144.04281675569453,43.48845876782169,85.29878589111387
2018-07-06,262.3261124549902,144.15138793409656,42.54131924045373,84.74621772442282
2018-07-09,257.46340336962766,140.35639087010733,41.48529987111505,82.42421633008924
2018-07-10,256.83053239034,139.82693603765784,41.4092003715362,81.49254287080036
2018-07-11,259.00394329782813,141.7886603107793,42.160505143896906,82.970669024827
2018-07-12,259.9830029573556,144.25538432936557,42.84802921760119,84.0674678140199
2018-07-13,257.8773181426407,141.99192042024868,41.6911840152035,82.25372983291051
2018-07-16,257.77688535188526,142.23628962482167,41.783893955947214,81.8920316703956
2018-07-17,260.5288135238437,144.66599093250662,42.45994144795679,82.85272886732298
2018-07-18,262.26198751205436,145.9546634329536,42.288824781856604,83.56111232941885
2018-07-19,263.15075162815685,145.7016326845551,42.31820765759507,82.57787251445305
2018-07-20,267.2781560512085,149.51486380846563,43.35623487174167,84.92838798020993
2018-07-23,260.1805614947732,143.91143507890047,41.56936506730003,81.09895778317234
2018-07-24,262.40477563596806,147.18016280754824,42.054305803765175,82.28046312489847
2018-07-25,263.21465949034325,149.22160942700714,42.14995897769512,83.46932683463847
2018-07-26,268.81768197002464,151.30235639719803,42.319102828215264,84.56576801056329
2018-07-27,267.3456457695228,151.13201758374998,42.34714407563683,83.25018710851295
2018-07-30,269.02343211267436,151.6775855945308,43.03729001457677,83.22142204845804
2018-07-31,267.1985059108849,151.01863676186136,43.135240678119416,83.09217316795748
2018-08-01,262.24806733695414,148.3169196426898,41.908969037755085,81.6680532810478
2018-08-02,258.1547345334087,146.07714075343796,40.92839613210838,79.57512253894932
2018-08-03,260.3599289238695,147.74664539464473,41.18675732870804,81.40418789387782
2018-08-06,259.16900857983126,147.00780462416176,41.0773701662104,80.60505649399502
2018-08-07,260.6645886339127,147.49439236277547,41.08509142870035,81.79432724971844
2018-08-08,257.71317658619955,143.38213149805227,40.54988336073531,81.2603035803444
2018-08-09,256.63730693646977,140.96711684509813,39.77332943390732,79.86485480495733
2018-08-10,256.19072891546625,139.70715726352245,39.64666005479868,79.56251709873858
2018-08-13,251.98993335010417,137.69037280227977,39.78076828771681,78.42751878610423
2018-08-14,251.13135693402705,137.0357705973025,39.817806703048475,77.03058213247137
2018-08-15,251.7035627435209,137.06422520089433,40.53182432434961,76.98663793661781
2018-08-16,256.6147747355522,139.178576442273,41.45408107227156,78.5127156940916
2018-08-17,254.20317900415316,137.83756793941856,41.49828344473306,77.53204562749829
2018-08-20,249.47550056074994,134.8862971241226,40.23026038639415,75.63360772595131
2018-08-21,249.34749919249845,133.3698760603,39.213443017446565,75.19540311637746
2018-08-22,247.97609106006107,130.4046881285545,38.646746165208434,73.85761243633921
2018-08-23,246.0782708748593,128.19434309283488,38.291261799957354,72.88422259040568
2018-08-24,252.92113856497812,132.66135189621082,39.83834611992788,75.37560123361763
2018-08-27,255.37958511824624,134.68354060282385,40.94106904116529,76.20457114241668
2018-08-28,254.22656446272973,133.5872036576688,40.9079197992123,76.49467042477494
2018-08-29,253.01151413712142,132.5047669430447,40.69464838229734,75.75886186497578
2018-08-30,255.86300808871985,132.3357372914292,40.3972536728567,75.41162162845528
2018-08-31,249.32162190533086,127.68028783389025,38.601837137176155,72.65862231488607
2018-09-03,252.5919823714444,129.41502703577413,38.79550382486227,73.67321583248327
2018-09-04,255.72020163780866,130.4606738344754,38.829054368739875,74.70099717089373
2018-09-05,255.18373260630116,130.68661020385187,38.88425955326928,75.19169657145136
2018-09-06,252.3101356575145,128.99306250385087,38.28432903405499,73.50576691397501
2018-09-07,247.9786761200433,127.00570401996863,37.528507031129855,71.72267540011019
2018-09-10,247.81043954123967,127.82111602877028,36.96990552661594,71.28404364996702
2018-09-11,245.33176891593243,127.53049191550011,36.947409147821006,71.42487305497642
2018-09-12,242.28025835782236,124.82935362761685,36.305674283060455,69.99793680002651
2018-09-13,243.89289319106555,125.64340774178974,36.66035567509851,70.57744616183501
2018-09-14,246.15468142052754,127.64031766024085,36.70554703249105,70.44348174136017
2018-09-17,249.0691962618946,130.3612970816454,37.15422253854606,70.87605149100521
2018-09-18,249.45177465984423,131.3689555633606,38.06894448075779,71.6545423119581
2018-09-19,248.50491951317952,130.0673190099853,37.7037522313282,70.8419700299158
2018-09-20,245.76228774018708,130.09756574282147,38.29552814810827,71.31841818842202
2018-09-21,243.3097204348052,129.3092453388598,38.2610585857056,71.05226595740343
2018-09-24,246.88360196267374,132.03205775588285,39.370201217229415,72.90470123445846
2018-09-25,247.94156528520222,131.20411622193987,39.19341717775054,72.28273673727757
2018-09-26,244.470089212081,130.47958830636338,39.5561520372724,72.49336417940859
2018-09-27,245.27958417646684,132.10598214231985,40.050867216274604,73.43139931660815
2018-09-28,242.3569948993536,130.63184391937767,39.59731483413091,71.83721059300643
2018-10-01,242.31613309683092,130.54811398738534,40.24410010612746,72.30041005011643
2018-10-02,242.4474273877043,130.84223162773088,40.35592442593427,72.34209243357556
2018-10-03,239.58858581424093,128.95372923368066,39.47791861641764,70.60422525675683
2018-10-04,241.08072643794958,130.20639457906486,39.22324883473008,71.21967523730694
2018-10-05,243.91844780665,132.8637277163176,40.42873038421423,72.656733358218
2018-10-08,241.69193770309963,130.5806067714116,39.858555302805506,71.67882126758042
2018-10-09,245.34681918226914,133.787677561051,40.81816183192529,72.70599971200305
2018-10-10,244.5613931446742,133.48576497577477,40.64523662688921,72.20460189110729
2018-10-11,245.36471177483705,133.57186446458638,40.45688730065724,72.47744895049956
2018-10-12,244.3494714160308,133.14907173843167,40.42380139265446,71.5970724093553
2018-10-15,243.11986755051385,133.5938510663352,40.099003218176065,70.57067182643605
2018-10-16,238.13915053031604,130.4826147045089,39.13099391126604,68.82159304872617
2018-10-17,241.5399037207281,130.41511614796755,39.3305205218389,69.8433994963523
2018-10-18,238.56904496215415,128.271340571017,38.39576513380487,68.2279000718058
2018-10-19,237.78602305717294,128.95179587104192,39.24251304575283,68.31616236042532
2018-10-22,243.0785066128736,132.29507655455242,40.98313260616286,70.09494553162577
2018-10-23,243.54029818874028,132.8980000498981,42.408268446039685,70.86389990575776
2018-10-24,241.69454140336845,132.55649952536407,42.13078442553512,70.33851425305104
2018-10-25,244.29809466196292,134.23381971023912,42.80974032709602,71.26844628685018
2018-10-26,245.33327143163322,135.25825921653563,42.38098602985429,72.17196263735043
2018-10-29,242.71658090770356,132.39658649703432,41.45993239785577,70.77277937852597
2018-10-30,240.91464796301975,131.9650346918971,40.78997657197595,70.25462634618819
2018-10-31,239.4208227790768,130.993291605547,40.58561709637061,69.1938182113164
2018-11-01,241.4946372266425,132.35906832913872,40.323382914697106,68.89271390233453
2018-11-02,241.56038514734348,132.22331261125922,40.25351276485406,68.83074303988647
2018-11-05,242.27876793196103,133.47955228691046,40.221087628979284,68.81140814511816
2018-11-06,239.39233481198542,131.90028266035694,40.178825407144586,67.73168150434716
2018-11-07,232.79286555521932,126.36734202992402,38.1570601761708,64.66561475628555
2018-11-08,231.81283077136115,125.79346561702509,37.869662177099904,64.89044557436493
2018-11-09,230.13748038735778,124.07799015131351,37.51882915054216,63.297138352059946
2018-11-12,231.25187038818203,124.85704496167035,37.71918489781214,64.490872466013
2018-11-13,229.72069467797118,125.53664025929228,37.81004064500948,64.07012211666394
2018-11-14,229.99761016939414,124.86615358858138,37.36889096363147,64.0010498201627
2018-11-15,231.54645705207636,125.3472327412975,37.88777727490678,64.88499864808685
2018-11-16,235.44528892129136,128.21265384867192,39.28797281652888,65.4237184122416
2018-11-19,234.69475407523038,127.05235493436305,38.984933177728,64.60186943846374
2018-11-20,234.34950283806216,128.36134926682166,39.30316958723165,65.35960770042558
2018-11-21,233.82940734133143,128.10224216634245,39.22586328683794,65.45115077941753
2018-11-22,237.0371953557521,131.49358347641035,40.399711779476306,67.42029266558433
2018-11-23,234.06044619696013,129.53174952419863,40.12094236397501,66.84314790332029
2018-11-26,234.71939401994106,130.68806522709122,40.665739012339785,68.02180720886678
2018-11-27,235.58779861534458,130.9571336185363,40.89746126736606,66.67868724244181
2018-11-28,236.71031236451427,128.68291781102468,39.61563706718081,66.0039192037169
2018-11-29,238.09354943554916,128.6077340329298,39.36775835354244,66.76328909387911
2018-11-30,236.8879347737513,129.69043222073293,39.66305197978381,67.38514973536685
2018-12-03,241.37040828561166,132.63373444366056,40.24048516420814,68.90021354939016
2018-12-04,241.37236748938963,131.5041090110921,39.82743075618044,68.02258360623432
2018-12-05,244.01604245980286,133.19844246295028,40.268755005047595,68.87421138071738
2018-12-06,244.73496305923396,134.17902902138317,40.19682262598124,68.80023580485339
2018-12-07,247.92186381260117,135.84378426289985,40.20926716861617,69.96065278290492
2018-12-10,249.3305823146221,135.42400324380372,40.2113960082149,70.26801215766231
2018-12-11,250.49443478413374,136.703417651146,40.076234756198225,71.08932400889968
2018-12-12,249.73921241746174,135.82245757959538,40.145797131578796,71.47535898637378
2018-12-13,254.9775167838421,140.27156860120633,41.462057839110514,73.98379105994859
2018-12-14,257.3101664709695,141.86483956908987,42.0132146412614,75.32403855184513
2018-12-17,257.24319805589033,141.17862356563123,41.665589444741606,75.388917115842
2018-12-18,257.3579143475334,141.56280836900515,42.04264629638611,75.36037520021898
2018-12-19,259.6812018083572,143.38413989236693,42.124365302464234,77.18802647026328
2018-12-20,258.317313074664,141.0444388675323,41.05255694413549,75.45108193418724
2018-12-21,258.5766632069526,140.97122748716544,40.91616911665294,75.80485797265898
2018-12-24,259.6820371444871,141.95550342421745,41.37228983456462,76.69367556370429
2018-12-25,253.65318208264767,137.8622205883911,39.32777019567674,74.47890942828016
2018-12-26,253.74435426331,138.84071490193898,40.039143242938785,75.05693982436304
2018-12-27,252.41274492324555,138.43442060892573,39.71392731002365,74.7962605470612
2018-12-28,255.35615676768813,139.8070270905379,40.45200464269491,76.01354411353623
2018-12-31,252.71057134041826,139.00270104781896,40.447592993860304,75.54475469195587
2019-01-01,250.63878933003323,136.9555644239485,39.65059339966507,74.79476508720538
2019-01-02,248.03973378240724,135.70568188472475,38.814075258003776,73.94655944277353
2019-01-03,248.4506274818831,138.08787787261875,38.973515555536345,75.93488457843786
2019-01-04,248.97565028536215,138.79123342617484,39.22134200434059,76.56722567981777
2019-01-07,248.64455362534864,139.86529909943337,39.34228560755949,77.73090768415997
2019-01-08,246.93616193862164,138.71574663752253,38.62317347290916,77.35855930968275
2019-01-09,251.11925414551052,141.36036196060635,39.3369023678929,78.21930740349755
2019-01-10,250.57039847279358,139.60167801446673,38.54101500214925,77.5057436429243
2019-01-11,254.45093343697013,144.64236371173945,39.72467680212332,81.02697942348328
2019-01-14,255.26030274337512,145.0411476560739,40.01076969681068,81.31925172393203
2019-01-15,255.6853262853799,144.9527992058438,39.487201334435014,80.35524548600516
2019-01-16,257.69236756686166,146.01491981972134,39.58686848765992,81.00276588637318
2019-01-17,260.1327529476812,147.78279348239005,39.8510571202789,82.78424682532888
2019-01-18,264.94182516955993,151.40965574273838,41.24715092489132,85.6536244787632
2019-01-21,268.469228123194,154.33624462965858,42.312085518832035,87.65659278867408
2019-01-22,265.258697253791,152.89936140058128,41.360194300037634,86.22599981269973
2019-01-23,269.3195274651975,156.43091270948952,42.939554131473905,88.01593731930082
2019-01-24,265.93319752239256,153.94584524578434,42.273668726691305,86.66305089584873
2019-01-25,269.48474211321576,155.96508975490437,43.01630848750669,87.21381472532784
2019-01-28,270.975875318822,156.9698622099023,43.01542390394791,87.64319281521642
2019-01-29,270.5219778707452,156.40925869187336,43.577798423663324,87.29106022360811
2019-01-30,269.88602138850786,153.94252009567649,42.56607724983518,85.9201957281198
2019-01-31,267.90563043774597,153.9906658692474,42.482182705641875,86.67553771273523
2019-02-01,268.20359174959344,154.23257257741062,42.5232421113081,86.82446268515996
2019-02-04,273.59463345818745,155.51698380010126,42.180824428710906,87.45127843577572
2019-02-05,273.7524433202724,156.3086639597057,42.58075172292977,87.58885581725276
2019-02-06,277.04805658001686,159.51801716469305,43.554624719350024,90.00947574916789
2019-02-07,278.02037213297547,159.60404840424053,43.8858399021674,90.20531480944764
2019-02-08,278.13913921510476,161.18388374090165,43.31179825351952,89.99136697890216
2019-02-11,274.5334964303837,158.4283631019781,42.44778633650238,87.43325493120692
2019-02-12,271.5956945102409,155.6406215865876,42.65172135572324,87.14579838256977
2019-02-13,270.4419975393122,154.53402370594924,41.90007999972498,85.29127294048621
2019-02-14,270.1950907662228,153.41064404909224,41.580632065861955,83.72219838408428
2019-02-15,267.9810269378124,152.11714374300308,41.35338454591109,83.25752683992306
2019-02-18,264.1072181536974,150.4092202240892,40.544648415632146,82.62455850466237
2019-02-19,264.1841567941297,149.16580029654972,40.11700177234847,82.29398092914711
2019-02-20,266.13633164000237,150.3086624289718,41.03021271211551,83.61252043426069
2019-02-21,265.4722785725221,150.59762355963866,41.84268919958663,84.98771115932911
2019-02-22,261.9092626470951,147.41875051163316,41.511012199374036,82.56313645047888
2019-02-25,258.1172182097962,144.53055915728018,40.831967728502626,80.88872777311703
2019-02-26,256.325731044297,142.77639984416354,40.068481163438314,79.4100478499372
2019-02-27,263.1521053602768,147.44284714979423,41.79185673787438,81.75601436407725
2019-02-28,262.7060079973179,146.50203743826907,40.52833327797769,80.43827153456277
2019-03-01,257.4735471519658,141.13979287486342,38.599982317570245,78.4176331529813
2019-03-04,257.4498725129313,142.2878122155047,39.05213027736456,79.44195741998833
2019-03-05,254.93834314155762,141.16696041304982,38.98257408783851,78.40854672383873
2019-03-06,256.66666521441954,142.78575324795392,39.245068720412576,78.6083317795271
2019-03-07,253.34783136704388,140.74937033500984,38.776025089530826,76.9830071781076
2019-03-08,253.528622582429,141.3813174497665,39.17480907274649,78.22607849796778
2019-03-11,257.3322966105966,142.92478522746222,40.28314468002566,78.88307075990893
2019-03-12,260.5065178591039,145.02450768276395,40.75635111382486,78.97182410090667
2019-03-13,260.10734924736596,143.35833515712991,40.674380108419285,79.10777000424395
2019-03-14,257.87377242284526,142.22251503467703,40.06226499008893,78.064821348255
2019-03-15,260.2555571170448,143.70730809139226,41.16986251170493,78.6231947901061
2019-03-18,263.3298355365805,145.7590533003987,42.10364691799975,79.50465821593855
2019-03-19,263.29032858788185,145.63583650564019,41.75113344684206,79.8621486062871
2019-03-20,265.3480524618448,147.5057062517249,42.913873012307235,81.7791926783001
2019-03-21,264.3311838817501,147.2105126612913,42.572412753086276,81.5993509071521
2019-03-22,262.64785656582865,147.64407204652525,42.808944727036334,81.56393109911109
2019-03-25,266.33647519691993,147.99678057781017,42.19123708015602,82.48720767345377
2019-03-26,266.62895394132426,148.42661443879197,41.802821102500516,82.7050580930651
2019-03-27,272.8678391784805,153.231694700209,43.28277958403763,85.1028416023679
2019-03-28,271.7616625522303,150.48886502860796,42.63524107640729,84.29944637887272
2019-03-29,267.05950599349705,146.89178935569606,41.14196257636662,81.688354569388
2019-04-01,267.3315990590292,145.14882537899703,40.92307320227656,81.36736442741375
2019-04-02,266.68135024646944,142.50091835872698,39.839615004155135,80.84509053466552
2019-04-03,258.5184103512423,137.20267594673484,37.87676777053233,78.27591760941493
2019-04-04,256.6526831412267,136.41981384192076,37.84236537650864,78.89655131516929
2019-04-05,256.1682622147095,136.45508741716537,37.33150832540529,79.61982956089837
2019-04-08,254.0733609177413,134.7023072033068,36.83791470084446,77.68564477908423
2019-04-09,254.83823234529177,136.00481198879245,37.296611021059896,77.42545278680991
2019-04-10,254.58556817656836,136.49555221352034,36.77978091685588,77.01495690896616
2019-04-11,257.23446269874387,138.37365833763423,37.45583007811413,79.217925352426
2019-04-12,258.71130023891664,139.875443511973,38.83801040910425,79.91786580637206
2019-04-15,256.4868852600876,138.87577294643634,38.697379677312476,78.97749565130196
2019-04-16,253.60632335371633,139.10586459332248,38.828302178252486,78.46361193514039
2019-04-17,256.35949449923766,140.75481034131764,39.23110244692458,79.78607387994396
2019-04-18,252.73564765373047,138.78563518724002,39.3407921179165,78.89518932375077
2019-04-19,251.7634942654464,137.73784308821843,38.89874488886811,78.1841221337288
2019-04-22,250.790546172497,137.92948261978344,38.31722062016472,78.74357394761242
2019-04-23,249.81603265604733,137.64832844692006,37.833749352464544,79.36174308235603
2019-04-24,253.4738989991105,140.82740942454606,38.19706865900679,81.68953832805491
2019-04-25,254.74508669850965,140.21910872045612,38.061649648481946,81.71745588571413
2019-04-26,256.46202189371166,141.47270533595542,38.52613739542536,83.40412118936241
2019-04-29,260.1593722549397,141.24800191866166,38.42885037927675,83.45092750105698
2019-04-30,255.14688215703876,138.21286863786605,37.99911722861388,80.92365911036201
2019-05-01,256.22749972736545,138.0930505720494,37.75787477923639,81.87463240735646
2019-05-02,254.76093560718974,137.59326065876428,36.961090513672836,82.7145021385316
2019-05-03,256.6134685200562,138.59247466500773,37.45416039016662,82.45923707188484
2019-05-06,260.1846268319888,140.53289286530878,37.95009602592748,83.37332815900619
2019-05-07,258.5836964543542,140.16035072899214,37.92209469577752,83.50596231125704
2019-05-08,258.6644343239061,140.6737665664335,37.913998590423645,85.23284760817833
2019-05-09,254.21105475943747,139.00242606260218,37.89051567130138,83.52443015829657
2019-05-10,260.8262137289924,144.0812738083147,39.68821929151605,86.59653145577167
2019-05-13,260.2917531537416,143.55990590969,39.692016051872415,87.24167406311368
2019-05-14,260.9348982354921,143.14963620418928,39.906826422387304,87.70758181205545
2019-05-15,262.9873652721423,145.1351278666072,40.37554599071097,88.25930435012724
