,Portfolio_Return
2018-11-26,0.0008767298146114776
2018-11-27,0.01144333029986645
2018-11-28,0.008483792638873621
2018-11-29,0.026266495563029856
2018-11-30,0.011072057347832594
2018-12-03,0.00112669114319881
2018-12-04,-0.012002839243346863
2018-12-05,-0.00658504428935694
2018-12-06,0.0033536740260849836
2018-12-07,-0.00307558423597114
2018-12-10,0.003673377506375874
2018-12-11,-0.01314619651665604
2018-12-12,-0.00431406529576146
2018-12-13,-0.010386326475002152
2018-12-14,-0.01600704530807947
2018-12-17,-0.012312507662243278
2018-12-18,-0.002573384335976117
2018-12-19,-0.02032912965108643
2018-12-20,0.018369599851066842
2018-12-21,0.021110402847768283
2018-12-24,0.011820848782639266
2018-12-25,0.010636325505595854
2018-12-26,0.009973227059173905
2018-12-27,0.009050194794819354
2018-12-28,-0.0046859899432558265
2018-12-31,0.007812169768036417
2019-01-01,0.006805878184867777
2019-01-02,0.019365746226992088
2019-01-03,-0.005836501391071429
2019-01-04,0.0014138712391045302
2019-01-07,-0.01460546079682953
2019-01-08,-0.012854942412619773
2019-01-09,-0.023957535599256702
2019-01-10,-0.022150612026613597
2019-01-11,0.00010367352839836367
2019-01-14,-0.015094644726941196
2019-01-15,0.005702553358877757
2019-01-16,0.008498452494122125
2019-01-17,-0.023866805492787385
2019-01-18,0.0028809078243354188
2019-01-21,-0.006275281298707338
2019-01-22,0.0035979240994302697
2019-01-23,-0.0004088646274413348
2019-01-24,0.023923778921331133
2019-01-25,0.02170185921096844
2019-01-28,0.007247549975625922
2019-01-29,0.0020738653800981503
2019-01-30,0.01171438787189144
2019-01-31,0.007789085225309723
2019-02-01,-0.005838514100611833
2019-02-04,-0.0004679677231112906
2019-02-05,0.0039166765761458255
2019-02-06,0.011187604816783384
2019-02-07,0.005386942875087581
2019-02-08,0.013307948025844576
2019-02-11,-0.017338128558306697
2019-02-12,0.015678667976004496
2019-02-13,-0.00566062442318204
2019-02-14,-0.0005354196845426569
2019-02-15,0.013308610745497553
2019-02-18,-0.008914912674777483
2019-02-19,-0.013000425238550545
2019-02-20,0.00667608639237898
2019-02-21,0.0003832293172684307
2019-02-22,-0.004273162345913636
2019-02-25,0.0048883791289014
2019-02-26,0.013926549761690747
2019-02-27,0.004920326212187246
2019-02-28,0.0036713722256914868
2019-03-01,-0.005311922372417267
2019-03-04,0.014854679854000005
2019-03-05,0.008450737528361795
2019-03-06,0.010053437460131
2019-03-07,0.0025487168388210794
2019-03-08,-0.0012516172150042067
2019-03-11,0.016179543170604098
2019-03-12,-0.0064239665316966395
2019-03-13,-0.006837908124914515
2019-03-14,0.0114965580366764
2019-03-15,0.028200630004390548
2019-03-18,0.006517363418435813
2019-03-19,-0.009908790128502836
2019-03-20,-0.0008310532840156885
2019-03-21,-0.0022986792141098224
2019-03-22,-0.022740425473801985
2019-03-25,0.012548971660266584
2019-03-26,-0.00820304833378945
2019-03-27,-0.0075202929510268645
2019-03-28,-0.002929815096260829
2019-03-29,0.02444996960412808
2019-04-01,0.006418625808973247
2019-04-02,-0.017904564294506167
2019-04-03,0.0030821149974930816
2019-04-04,-0.01463130299822411
2019-04-05,0.002687321735471593
2019-04-08,0.009280845984186908
2019-04-09,0.022449226960607856
2019-04-10,0.016766127311343908
2019-04-11,0.03165727234625555
2019-04-12,-0.010203794009875066
2019-04-15,-0.008488479126587144
2019-04-16,-0.0016941410302254603
2019-04-17,0.009465067324339688
2019-04-18,-0.00490194327640606
2019-04-19,-0.01741251489104734
2019-04-22,0.01876818618169944
2019-04-23,-0.002634290387891764
2019-04-24,-0.01018794016533654
2019-04-25,-0.0008599284191151364
2019-04-26,0.015340937140148003
2019-04-29,0.005455369332364697
2019-04-30,-0.0022665938209036744
2019-05-01,0.008538289316707937
2019-05-02,0.003817331151260391
2019-05-03,0.0337936709844102
2019-05-06,0.0005737254517166453
2019-05-07,-0.005117263408338524
2019-05-08,-0.009143176085514699
2019-05-09,0.001667347827079803
2019-05-10,-0.020483908050312756
2019-05-13,0.005905194849349737
2019-05-14,0.0054937580776313775
2019-05-15,0.006447521623795262
2019-05-16,-0.026198871756897196
2019-05-17,0.017600794572291346
2019-05-20,0.007746852753985386
2019-05-21,0.005505965349579748
2019-05-22,-0.009215867767059256
2019-05-23,-0.004697860102998823
2019-05-24,0.004843558802633675
2019-05-27,0.0014295338446546984
2019-05-28,0.004305269510429569
2019-05-29,0.022684450775227096
2019-05-30,0.004003333708217708
2019-05-31,0.0027137440798970227
2019-06-03,-0.0038799911521102963
2019-06-04,-0.014130140935762564
2019-06-05,-0.0014074373563016393
2019-06-06,-0.012312115281390467
2019-06-07,-0.0060796529448422995
2019-06-10,-0.0016424500158453638
2019-06-11,-0.006523932321257595
2019-06-12,-0.012110778771316685
2019-06-13,-0.008913767679737597
2019-06-14,-0.01884468320779477
2019-06-17,0.004523204242571051
2019-06-18,0.0010261928433686388
2019-06-19,0.01058747707324234
2019-06-20,0.014064765715277486
2019-06-21,-0.006770665874724236
2019-06-24,0.023924696962867704
2019-06-25,-0.011419293408119079
2019-06-26,0.01937406656827038
2019-06-27,0.0067907301523909185
2019-06-28,0.017875120615688703
2019-07-01,0.0008183307600128683
2019-07-02,0.0013107894908213993
2019-07-03,-0.009586470765596988
2019-07-04,0.00032738506225423207
2019-07-05,0.013646190579109544
2019-07-08,-0.0018873641788690215
2019-07-09,0.02560764645434305
2019-07-10,-0.005014285430178582
2019-07-11,0.0022348621018458297
2019-07-12,0.02201149697099214
2019-07-15,0.021672917776572168
2019-07-16,-0.0018782585299485259
2019-07-17,0.0062107363812022465
2019-07-18,-0.00032095240560865105
2019-07-19,0.002506117265608003
2019-07-22,-0.0010258668300744326
2019-07-23,0.00996145244532026
2019-07-24,-0.0028218753606111344
2019-07-25,-0.0025254094388433737
2019-07-26,0.005721145615102719
2019-07-29,0.0005111158492598982
2019-07-30,-0.014892156337299192
2019-07-31,-0.001857854511018821
2019-08-01,0.012244873392510859
2019-08-02,0.010404050119185064
2019-08-05,-0.011313641303165
2019-08-06,0.025059223036699847
2019-08-07,0.0014084264701975662
2019-08-08,0.01293243708000278
2019-08-09,-0.010733628248719436
2019-08-12,-0.0031344654650423583
2019-08-13,-0.008017183108158158
2019-08-14,0.005129326804998333
2019-08-15,0.0025809541290167863
2019-08-16,0.007955648846583164
2019-08-19,-0.0054457844824528645
2019-08-20,0.013868400287933394
2019-08-21,0.020703033246613295
2019-08-22,-0.018597390727559483
2019-08-23,0.004993882071084311
2019-08-26,-0.013194897587078553
2019-08-27,0.004207808839680849
2019-08-28,-0.01736373579009602
2019-08-29,0.01228757079761731
2019-08-30,-0.017708199345689613
2019-09-02,-0.004177575492061741
2019-09-03,-0.0007777823670469943
2019-09-04,0.018628929308757137
2019-09-05,-0.00439868564756609
2019-09-06,0.01797576319510891
2019-09-09,0.014415171892113011
2019-09-10,-0.012717867105201713
2019-09-11,0.005766130417427415
2019-09-12,0.006062545304176121
2019-09-13,0.012022324840985915
2019-09-16,0.00024667358135703964
2019-09-17,0.0007125567699847601
2019-09-18,-0.02140058754530565
2019-09-19,0.010461780644362541
2019-09-20,-0.006901331032821791
2019-09-23,0.012906559156848647
2019-09-24,-0.0033898691125295605
2019-09-25,-0.015258567801271859
2019-09-26,-0.002163386420222528
2019-09-27,-0.012352511448682626
2019-09-30,-0.011293856765979993
2019-10-01,0.0020008480280574188
2019-10-02,0.0015404951947594367
2019-10-03,-0.006434400669360487
2019-10-04,-0.005740109282247126
2019-10-07,0.014699331804758388
2019-10-08,-0.017362235441420817
2019-10-09,0.005838297530689481
2019-10-10,-0.007804629549890932
2019-10-11,0.004088939367083175
2019-10-14,0.012240964347128616
2019-10-15,0.0010640797464726353
2019-10-16,0.030466444518994072
2019-10-17,0.004402794437868389
2019-10-18,0.01972257489415925
2019-10-21,0.01953602901038789
2019-10-22,0.003171015077045228
2019-10-23,-0.0036385382017769734
2019-10-24,0.01885766275912434
2019-10-25,-0.005344231904849604
2019-10-28,-0.0014474193287164392
2019-10-29,-0.0004124440007956425
2019-10-30,0.016051030933065907
2019-10-31,-0.006218249258105258
2019-11-01,0.0012781223909686642
2019-11-04,-0.009175886973737796
2019-11-05,-0.006209974503478273
2019-11-06,-0.0038160576337853175
2019-11-07,-0.03708480192476276
2019-11-08,0.009930868571614196
2019-11-11,0.0068127394239130635
2019-11-12,-0.004260423469387918
2019-11-13,-0.004489021512500283
2019-11-14,-0.01934843847659502
2019-11-15,-0.002322542593577212
2019-11-18,0.01403565557283755
2019-11-19,0.015616906312181248
2019-11-20,-0.004623698733694378
2019-11-21,-0.003646066738240431
2019-11-22,0.004671145401552892
2019-11-25,0.023177052533889658
2019-11-26,0.013810233153765167
2019-11-27,0.00972218688527149
2019-11-28,0.005647636377354207
2019-11-29,-0.018520597643056632
2019-12-02,-0.007985100026868945
2019-12-03,0.008557100737832408
2019-12-04,-0.01108471918708597
2019-12-05,0.006889548003392477
2019-12-06,-0.009049167413947658
2019-12-09,-0.00838145596577775
2019-12-10,0.02465489956998796
2019-12-11,-0.0017357052009702757
2019-12-12,0.0013532508008963283
2019-12-13,0.013177606266659245
2019-12-16,0.018893410401404714
2019-12-17,0.02180852399952414
2019-12-18,-0.009442332061336427
2019-12-19,0.005633279608452528
2019-12-20,-0.013698397331357411
2019-12-23,-0.02397178687010956
2019-12-24,-0.004710089160981351
2019-12-25,-0.009172498616571677
2019-12-26,0.0156193593811814
2019-12-27,0.0027328839582919915
2019-12-30,0.008086783478321483
2019-12-31,0.0006305479716476125
2020-01-01,0.011283810416362533
2020-01-02,-0.004349942375838818
2020-01-03,0.0010673023112490862
2020-01-06,0.01032481798234647
2020-01-07,-0.0022255574166986218
2020-01-08,-0.004836955684225408
2020-01-09,0.0026488765615441763
2020-01-10,0.032705766546774706
2020-01-13,-0.009516969674549599
2020-01-14,-0.0022842458864251133
2020-01-15,0.01523121259327028
2020-01-16,0.007926506100324325
2020-01-17,0.015235435786838163
2020-01-20,-0.015878821762131994
2020-01-21,-0.0024357002179183507
2020-01-22,-0.01671339621957698
2020-01-23,-0.015304552087639894
2020-01-24,0.0005839140406541741
2020-01-27,-0.012805613579397407
2020-01-28,-0.009057447995087738
2020-01-29,-0.008162018451248872
2020-01-30,0.011397353078299208
2020-01-31,0.008754176075557393
2020-02-03,0.012432868101698519
2020-02-04,0.012658364311888985
2020-02-05,-0.013358455414914714
2020-02-06,0.01409381076767749
2020-02-07,-4.939292010481156e-05
2020-02-10,0.00938337990420907
2020-02-11,-0.011744148062046274
2020-02-12,-0.009831889464255252
2020-02-13,-0.003668381393693613
2020-02-14,0.0016139322110497695
2020-02-17,0.00799547651200298
2020-02-18,-0.00753761792644924
2020-02-19,0.012542511435966673
2020-02-20,-0.014530294514690654
2020-02-21,0.01157336958692605
2020-02-24,-0.005353970743118787
2020-02-25,0.012972889504623938
2020-02-26,-0.0012829021031267249
2020-02-27,0.014001477215053869
2020-02-28,0.002349592100362342
2020-03-02,0.004722965567772602
2020-03-03,0.007474057294614627
2020-03-04,-0.0012197981004388693
2020-03-05,0.00942583341845822
2020-03-06,-0.009360417907032915
2020-03-09,-0.010932449622662734
2020-03-10,-0.0019717993230082575
2020-03-11,0.0016269907060529006
2020-03-12,-0.001046481795331163
2020-03-13,-0.017041399356797295
2020-03-16,0.004954602329229173
2020-03-17,-0.008841511859567733
2020-03-18,0.010864890080363447
2020-03-19,-0.024133912538310296
2020-03-20,0.005288212918123676
2020-03-23,0.007256837724950051
2020-03-24,-0.0020009688428965183
2020-03-25,-0.001528080194109193
2020-03-26,0.020016570290365618
2020-03-27,0.0021135896128380446
2020-03-30,-0.007911922800825213
2020-03-31,-0.011420993151647438
2020-04-01,0.013949904700987031
2020-04-02,0.016888712839588794
2020-04-03,0.006895583697794832
2020-04-06,-0.0070351308089744435
2020-04-07,0.005395246526063317
2020-04-08,0.0143997246632182
2020-04-09,0.011232241230855922
2020-04-10,-0.005593432206977371
2020-04-13,0.001476159977711018
2020-04-14,0.01958778164075536
2020-04-15,-0.0013062143061663583
2020-04-16,-0.003429165421021382
2020-04-17,-0.019474260215946247
2020-04-20,-0.0006724786228194584
2020-04-21,0.01419904129465746
2020-04-22,-0.007057815035067525
2020-04-23,0.0063189344145300405
2020-04-24,-0.005995210754377773
2020-04-27,-0.009768452710185659
2020-04-28,-0.001654785229238539
2020-04-29,0.0020268943072877217
2020-04-30,0.002490743375045347
2020-05-01,0.003727684393826384
2020-05-04,-0.01066913344462949
2020-05-05,-0.018006453723183703
2020-05-06,-0.000111323728615838
2020-05-07,0.01724939081265268
2020-05-08,0.005985738306965256
2020-05-11,-0.01815761348153845
2020-05-12,0.0112987885554726
2020-05-13,-0.005479688727140918
2020-05-14,-0.001614464666589131
2020-05-15,-0.006838902069498694
2020-05-18,0.00763575543580898
2020-05-19,-0.004598443742698165
2020-05-20,0.00414944167532904
2020-05-21,-0.0008635618791454396
2020-05-22,0.0038217759409870074
2020-05-25,0.003631037714688727
2020-05-26,-0.007240415288540235
2020-05-27,0.00954526650840033
2020-05-28,0.005502648030974444
2020-05-29,0.0038304733869346905
2020-06-01,-0.006825099606013027
2020-06-02,0.005785713680801634
2020-06-03,0.012653042087828551
2020-06-04,-0.007593003155760766
2020-06-05,0.009307105390997682
2020-06-08,0.0015225254756781794
2020-06-09,-0.00881063026350165
2020-06-10,-0.0037983047026729773
2020-06-11,0.0037956055787491893
2020-06-12,0.0081351821653887
2020-06-15,0.029638470118101428
2020-06-16,0.000510029948957194
2020-06-17,0.004656778604548227
2020-06-18,-0.007157387851684302
2020-06-19,0.020960480556174617
2020-06-22,-0.003954509012871286
2020-06-23,0.006023340327900818
2020-06-24,-0.005126798720536945
2020-06-25,-0.0063264739126047695
2020-06-26,0.007686064809165501
2020-06-29,0.012916858867531392
2020-06-30,0.016151199699196594
2020-07-01,0.018249104272777004
2020-07-02,0.0043796116360109065
2020-07-03,0.017581158106160486
2020-07-06,0.00556574055657119
2020-07-07,0.022056740586643465
2020-07-08,0.002936902914400977
2020-07-09,0.018324406375378535
2020-07-10,-0.010457625589024865
2020-07-13,-0.028603609638649635
2020-07-14,0.019935789898291426
2020-07-15,-0.004295225448935189
2020-07-16,0.0057967078773190055
2020-07-17,-0.005870886076031847
2020-07-20,-0.003034830706893279
2020-07-21,-0.014278510613950206
2020-07-22,-0.010902173216537463
2020-07-23,0.004428378574790127
2020-07-24,-0.0158816596350177
2020-07-27,0.012822661520681167
2020-07-28,0.015353937483900355
2020-07-29,0.009411936655807035
2020-07-30,-0.007278207466329552
2020-07-31,0.002518618623658851
2020-08-03,-0.02092619706778227
2020-08-04,-0.012374911925424423
2020-08-05,-0.005892573421380704
2020-08-06,0.009894660870430953
2020-08-07,-0.00404416165498452
2020-08-10,0.023539746862264028
2020-08-11,-0.0021730296408944295
2020-08-12,0.013631749865190413
2020-08-13,-0.02116359193524606
2020-08-14,-0.018691940597676874
2020-08-17,0.0073527697361977585
2020-08-18,0.010867574669241898
2020-08-19,0.002529239177896337
2020-08-20,-0.012056070565670148
2020-08-21,-0.006255803017727182
2020-08-24,0.002057489271484
2020-08-25,0.0007431992369227334
2020-08-26,-0.0010071288009424308
2020-08-27,-0.013020489575059621
2020-08-28,-0.0035269661005053574
2020-08-31,0.000256868995947374
2020-09-01,-0.0034855868096989504
2020-09-02,0.034295223560353444
2020-09-03,-0.0006719370849061847
2020-09-04,0.0077525698553783905
2020-09-07,0.014672554193181975
2020-09-08,-0.00042476511026897897
2020-09-09,-0.00592379754727578
2020-09-10,-0.0010035893163556592
2020-09-11,-0.0012717857894489417
2020-09-14,0.01688479696030115
2020-09-15,0.02172134141624565
2020-09-16,3.315435253149919e-05
2020-09-17,-0.005182301349654454
2020-09-18,-0.0017901520443474321
2020-09-21,-0.00228295745507978
2020-09-22,0.008176842752341538
2020-09-23,-0.015036446741454521
2020-09-24,0.008215392195923276
2020-09-25,0.008075610056011748
2020-09-28,0.01588443612758617
2020-09-29,0.015878255324763283
2020-09-30,0.0052486909241852035
2020-10-01,0.006355197387784892
2020-10-02,-0.0061108671084275585
2020-10-05,-0.002190732345337338
2020-10-06,-0.0074576678547628
2020-10-07,0.027686965989989872
2020-10-08,-0.003977333095093243
2020-10-09,-0.006863811561544731
2020-10-12,0.014456858837724922
2020-10-13,-0.01745278644713779
2020-10-14,0.003965523429718542
2020-10-15,-0.0036947102766764135
2020-10-16,-0.01084964418405955
2020-10-19,-0.004336189004710374
2020-10-20,-0.0022899151268830284
2020-10-21,0.0011503351665953982
2020-10-22,0.0014654692586015768
2020-10-23,-0.007524133210270163
2020-10-26,0.007562635340654088
2020-10-27,-0.008345687817918255
2020-10-28,-0.008834120540254193
2020-10-29,-0.014764358635453468
2020-10-30,-0.008840178044043896
2020-11-02,0.023048482951854948
2020-11-03,-0.008716300232462929
2020-11-04,0.006336518262357337
2020-11-05,-0.005908911502793039
2020-11-06,7.364664071867952e-05
2020-11-09,0.0045543275393021875
2020-11-10,-0.02759780942007572
2020-11-11,-0.010709916979772145
2020-11-12,0.002899379276449605
2020-11-13,0.01636646279648766
2020-11-16,0.0052154574570765395
2020-11-17,0.02134223077048157
2020-11-18,0.015734078364103326
2020-11-19,-0.0013288463479649488
2020-11-20,-0.022910411337594222
2020-11-23,0.01888926268847044
2020-11-24,0.006690486275782956
2020-11-25,-0.010046595707935322
2020-11-26,0.018542376886211038
2020-11-27,0.006986899787682095
2020-11-30,0.013170470856077409
2020-12-01,0.01757041511882461
2020-12-02,0.025440646882574875
2020-12-03,-0.001965773146453982
2020-12-04,-0.01241034307042151
2020-12-07,-0.0033241072058127954
2020-12-08,-0.010392177244762256
2020-12-09,0.005800709077411316
2020-12-10,0.008227456646585224
2020-12-11,-0.02519948061151274
2020-12-14,-0.008912686393970108
2020-12-15,-0.011383012535802416
2020-12-16,0.02695678216257426
2020-12-17,0.00451984614701666
2020-12-18,0.018057989476244107
2020-12-21,-0.01073790433508682
2020-12-22,-0.013331269672713813
2020-12-23,0.002905479744906264
2020-12-24,-0.023698043961068286
2020-12-25,-0.005255930806671644
2020-12-28,0.012813976478989674
2020-12-29,0.005806662508465074
2020-12-30,0.008826721288003422
2020-12-31,0.019998236865111617
2021-01-01,0.027431959179977077
2021-01-04,0.0065456662434712305
2021-01-05,0.005490790910545633
2021-01-06,0.011126905517444559
2021-01-07,0.007144905869447357
2021-01-08,-0.005825493771349267
2021-01-11,-0.005882863333976069
2021-01-12,-0.011899807854530745
2021-01-13,-0.007168538157878804
2021-01-14,0.008155251973570964
2021-01-15,0.023926934582698962
2021-01-18,0.008041239096254356
2021-01-19,0.007528919521006057
2021-01-20,0.00732574333148032
2021-01-21,-0.0022760263635191224
2021-01-22,-0.009065936692492999
2021-01-25,0.01318410263532431
2021-01-26,-0.009025906288159262
2021-01-27,-0.004134347093207555
2021-01-28,0.0021750206114382786
2021-01-29,0.017583569340533452
2021-02-01,-0.0028858665464552105
2021-02-02,0.0043261087833333335
2021-02-03,0.005984038683510073
2021-02-04,-0.0106869625445865
2021-02-05,0.0005888222193086851
2021-02-08,0.013179001349963563
2021-02-09,-0.0003902976576821359
2021-02-10,-0.006656601516194251
2021-02-11,-0.005172064425911014
2021-02-12,0.013334273515888033
2021-02-15,0.013898007123619549
2021-02-16,0.0035126251182864146
2021-02-17,-0.0032868601809685634
2021-02-18,0.004601716419827892
2021-02-19,-0.012917538422641045
2021-02-22,-0.001002603335777241
2021-02-23,-0.00846011576190023
2021-02-24,-0.004908451199108935
2021-02-25,-0.018345333951415715
2021-02-26,-0.006186256656581562
2021-03-01,-0.008209907245410679
2021-03-02,-0.01563786693225596
2021-03-03,-0.0059043526119933664
2021-03-04,0.0018458078109243152
2021-03-05,0.003481854946200069
2021-03-08,0.004506546568577961
2021-03-09,-0.005868621590766852
2021-03-10,-0.011058787763319063
2021-03-11,-0.006195636149754943
2021-03-12,-0.023656543683653154
2021-03-15,0.0023396924617672126
