,AAPL,MSFT,GOOG,AMZN,NVDA,JPM,XOM,TLT,SPY
2018-02-19,43.27491879987867,92.51177904270092,55.05009570707105,71.41244111269663,18.742696362494367,108.34302843368854,73.2484555457205,107.41794967875296,252.59332301316022
2018-02-20,44.702393735850315,95.33988034462091,55.52598183806511,72.90699362377629,19.034447331880347,108.69964909715537,75.13575410050537,107.62550644578356,256.84423672651695
2018-02-21,43.94212770715357,94.31131487589447,54.213726751142524,71.1478058275853,18.667357248793973,109.57821335575854,75.83474327236351,105.76971568293534,255.76190477410577
2018-02-22,44.03632067577273,94.90994047334134,55.40338901138171,70.04356929674645,18.578366388490927,110.70059926610179,74.68107139531628,106.94213614272157,255.57227341671575
2018-02-23,44.73233030452158,95.31692169341277,56.230922488430615,71.6903108935071,19.016217321994848,111.60590053876196,75.32425723777418,105.98818567134623,258.66998976567845
2018-02-26,44.65104142880681,95.63647687726875,56.93484349268757,71.10459128443456,19.01615801415555,113.81852010065191,75.25701663572403,105.12960352501213,260.05061875329943
2018-02-27,45.35503523053777,96.67712183103426,58.33339483358296,72.99026726221454,19.796541747638006,115.36061865480481,78.16281816305593,104.67696494648116,265.4060511868093
2018-02-28,46.678014534648305,98.07993699529102,59.289261214386435,75.46027620521663,19.87966940706919,114.59599085064515,76.55337078927103,103.71286484605292,267.4527079450137
2018-03-01,47.15034097827376,99.07205677152623,58.8688744096021,73.56852417395775,19.911528952140138,109.64151197007656,76.95283435901467,104.3264057610338,267.01576777256474
2018-03-02,47.82367157606294,100.29688345299842,59.83504784182497,73.90387699479066,20.201653774177725,110.49046993899795,78.21183547698602,103.76480658662602,270.0350306281834
2018-03-05,47.64117933027906,99.92805985636012,60.19067244405929,72.05156375077321,19.562989652621564,108.35427261506096,75.17374805901815,103.2652392740339,266.1441133397344
2018-03-06,47.443379502305895,99.89629186664543,60.83763864864737,73.42522684801477,19.664683109455382,105.08584544718356,75.8434861372011,102.43604097280718,268.51491840079626
2018-03-07,46.64637478652082,97.22301565939719,59.26912069987909,72.37700432399767,19.60849444179792,102.25920499255238,75.03847250096182,102.03938184876513,263.8042837297319
2018-03-08,46.57924434133659,95.12669489599664,59.071784182142274,71.15046136479619,17.683580452316892,100.62985914688204,73.83081418595955,102.63334226913213,260.3206273793007
2018-03-09,46.88993110089746,95.96219856123905,60.323754778440325,71.6908165178578,17.478839173509126,102.4503891176669,72.80626160080766,103.35933516712129,262.3314561244916
2018-03-12,46.822408064775495,96.27036043044988,61.70543219937411,74.15578141470311,17.792264144155016,103.00286233956116,74.04729060158009,102.47189746813268,265.545764695109
2018-03-13,46.84192542903698,96.66087889356096,61.299195423850925,72.64371314555801,17.04057050034109,101.53740488400744,73.22553270323793,102.26187778198464,263.1693530128669
2018-03-14,47.796606273531246,96.94134552695127,61.91285875830742,72.93596991305996,17.19252388721206,102.27865075260009,74.2129435569932,101.82304271435102,265.5734521702398
2018-03-15,46.87561914611475,95.7197829756147,62.92979069267344,72.87732032521888,17.4708357643407,102.10071182872062,74.58245458375119,101.88832486484043,265.2184873651246
2018-03-16,46.272059864094786,95.38400088068722,62.02930395813287,72.82432157919911,17.622509344364655,102.17638346346895,74.16788205267069,102.44981294652202,263.9599462054131
2018-03-19,47.07601451309559,94.52659641926937,58.2614122273886,70.9368867679965,17.05811140310267,104.09285278796332,75.78914928988004,92.44248700641523,265.03105844191487
2018-03-20,44.65553730443846,90.71301816582684,57.71019369252392,69.20324660287667,16.038880193599244,103.34960186078597,73.59266065763272,92.65343378163885,258.3175616284577
2018-03-21,44.62670514970057,91.50824781583106,58.224546392098716,70.2000899741282,16.007903015872195,104.75219662659018,75.6758519263897,91.75165241017987,261.4235009193881
2018-03-22,45.717115711562506,92.82336981199359,59.93711179158595,71.26946564170171,16.898357572944647,105.78557912169255,76.44312043716316,92.71916376442003,265.2839690553569
2018-03-23,44.99813097211334,91.39359345873363,59.461823698221,69.02863172832062,16.681512805141583,104.48157548650009,77.06181587504835,91.07044856744103,263.26189850584467
2018-03-26,43.69887805509119,88.79020588575442,58.21219024038072,67.20662219500389,15.968315410624015,103.27333642825998,76.62382924445771,90.66165637201283,258.68802075298754
2018-03-27,41.63222869977943,89.94311705405197,59.18437854069145,68.34638220691444,16.88574012024119,103.6570793110905,76.49308571178095,89.95307023026186,261.6428156352466
2018-03-28,40.75472942861684,87.78590593230804,57.99841463049553,67.23767770656373,16.398948184197103,101.86822812713778,76.62376995366158,87.51997922436567,257.53597048714414
2018-03-29,40.32096288758198,87.72684503780896,57.955482025383304,65.82832743037724,16.208043812822922,101.96755020679662,75.68819320279383,87.72546773730359,255.817555060592
2018-03-30,41.306452516287095,90.42313952993294,59.18845903970727,67.71170762033692,16.130789580468292,101.514850857911,75.58099581145699,86.59802535777892,259.08544160468693
2018-04-02,42.79769869722911,91.4154750060278,59.51033042920203,68.86864709960493,17.031040095664537,100.72442961554032,75.75892132637425,87.831972281867,261.25773666383793
2018-04-03,41.86800766869859,89.66683520673855,58.19266077958623,68.22691257715012,16.655236576867413,97.72406085273846,75.08206409151806,87.75379462460508,256.83747470470496
2018-04-04,41.4410968535031,88.42557087496242,57.913730085566826,68.25775295187815,16.594121965045467,95.33389655200818,74.71199599306668,87.19357076894276,254.65508097165537
2018-04-05,40.43659371097907,87.45965669569665,56.70735250800028,66.03832118515194,16.317159169132964,94.87681447260493,73.73007809914023,88.53404857919963,250.4891206580048
2018-04-06,40.49479579903678,87.82949857746446,56.485088044774066,66.46505921207608,16.219012170778218,94.45270969504118,74.95412346293043,87.75066111873554,251.42551272446298
2018-04-09,41.680777965016865,92.11263084291141,58.27216417479916,67.20977337266721,16.894770505276696,95.2677796360761,75.40959353517545,86.46080241148337,256.8274410644137
2018-04-10,42.10277318334662,91.1909486467773,58.49022329216575,68.91954811618145,17.077680500142563,95.06984248156367,75.21643270897916,86.93447426074431,257.35746297293736
2018-04-11,42.26160990866453,91.03540877592343,59.656259287243955,69.24549691137074,17.722106345442505,93.95571024928866,75.43042350036193,87.17301362714969,258.02578871372197
2018-04-12,42.43074041617294,92.55268962274239,60.10009179933545,68.44949477118207,17.871272376380247,93.11825450548493,74.88892578724956,87.04504214506493,257.9910235539559
2018-04-13,41.25861163874823,91.3698162364061,58.92183431865711,65.05873890621422,17.178768122587005,92.602107968213,73.76994842191323,86.36028998436994,253.78792497274577
2018-04-16,41.548865214837406,94.29307704672233,60.427488120451734,66.8036540781485,17.686026812431784,94.21551318166284,75.10275720965618,86.95427317166293,258.2464406760833
2018-04-17,41.266048318481985,93.37028170402326,60.49679671058388,67.7304010262331,17.484275352973153,93.61039197117701,75.15586295567563,86.8525121682666,257.68594018348097
2018-04-18,39.6630850850034,90.08761780238548,58.166493438888835,63.41873903400134,16.12531739364446,91.18701372318142,73.7975055346877,88.20801099176694,248.70538096481297
2018-04-19,38.97656352212337,89.00566975286209,58.18416233921396,62.12161571523348,15.567910975180524,91.4672527234653,73.59755581524564,88.80138809660339,246.5394425230633
2018-04-20,37.73306139024349,88.76569101420948,58.24855387804022,62.10862423482603,15.302437818796477,89.89927303025662,73.84279009079393,88.553028603198,246.05852660886558
2018-04-23,37.701991190695935,89.87351168428177,57.22673621257423,60.862758246805356,14.982025377492253,91.47175948869122,74.70937721071827,89.09412673830141,246.27676296321485
2018-04-24,36.99041357909986,90.54393855886106,56.76829007580781,60.68849242913979,14.72051142904624,91.39814881951581,74.7055572000652,89.81987573569873,244.60713446451498
2018-04-25,35.965822014091415,86.57346378377163,55.5270697235738,59.77386336809804,13.830015876253837,88.3287780433887,73.45457834790153,91.0242236621593,237.85182254202593
2018-04-26,36.32474829600384,86.80352628484633,55.19497815869264,59.85892541143563,13.81811494467751,87.33922821714998,75.16976240809996,92.42485369812584,238.0162251152514
2018-04-27,35.76646385159095,86.77333258465256,55.379847139384474,60.03790829162891,14.064628972671283,87.83572294956679,75.96935330798468,92.97701559562823,238.4011124261723
2018-04-30,34.672477619857744,85.09948799462241,54.01854702476388,57.739490243025024,13.945446146813834,88.84653041838683,77.4088840084564,93.49579237762975,236.26350516095394
2018-05-01,34.71011854682218,85.37527410924977,53.490622192085496,57.92063380854447,13.967519888928196,87.36445294391636,76.78735512019887,93.52532858721044,235.16915798477632
2018-05-02,35.287884313407055,86.35445111149237,54.202985413552085,58.67723576382456,14.193831354294229,86.6545894922246,76.52132037170956,92.804252198167,236.60877099553318
2018-05-03,35.636885763108495,87.32762036299287,53.632595858528184,58.75949596097366,14.552384678070641,87.94539239672109,78.08471039541485,92.77481122793056,238.85459336702158
2018-05-04,34.986810709430934,86.62292404934134,53.37397146478252,59.186527363393026,14.68691697760276,87.44501036504624,76.40814236772223,92.69840601218351,237.1355713880808
2018-05-07,34.89264729327623,85.91627737904027,53.222854349617535,58.544445851632084,14.39719203839901,87.67391369875489,76.07198741245664,92.9578501520538,236.0421454608405
2018-05-08,34.221849316954746,84.36005828599585,53.244934064915135,57.055574266805124,13.514694801476248,85.20734291996322,75.12066112888542,93.21086299717145,231.58507422649768
2018-05-09,34.984630773685076,83.07217588163378,53.240164426162636,58.1328484736455,13.342547840759119,85.10590218224095,74.44245260484026,92.51020944908561,231.92141468902892
2018-05-10,35.896032518862135,86.27138702483506,54.594944832709224,61.18190452540205,14.02580876494917,87.97181989640208,75.51945173410455,92.11782519794416,238.71686604917448
2018-05-11,37.94005040822681,90.40870967948302,56.447821667332946,64.49782337055476,14.927884855355797,89.04207887385705,77.33377036284988,91.53401594040464,246.73407580484863
2018-05-14,37.98253157915811,90.84123573068602,56.885698941439635,63.24024222304806,15.104166791964154,87.9979971295929,75.48319791080392,91.5189050129294,245.20507801337217
2018-05-15,37.551077250552545,91.02842026757588,55.97848654279191,62.467177946542996,14.776817220804542,87.65966074475703,75.5716415217831,90.84323230252036,244.00760577727328
2018-05-16,37.62558884666532,89.21086625833203,54.12358927202386,61.33376766626998,14.390570447681455,87.14040306048925,75.25511598097182,91.28752959129837,241.16682016859355
2018-05-17,36.921048474591124,86.92440086492391,52.40839635441115,60.06120411828739,14.225307172057974,85.89266213338828,72.0012207694239,90.38822965271335,236.2243198677372
2018-05-18,36.59007353733629,86.01819199158194,51.99267442577511,59.31441939646942,14.2957148870073,84.85547707353156,70.67943249192894,90.95435984258323,233.6929670611846
2018-05-21,36.87351969365699,86.58202760235852,52.202813747600686,60.81739371674435,14.344510692081238,87.34711930257461,71.42825182400594,89.79370647057993,237.04787936082732
2018-05-22,36.20573416324821,84.81205666835723,51.56995308342384,60.28021911845271,13.858392573635301,87.94325910611734,72.59528816935132,91.07313163190078,235.3883058121482
2018-05-23,37.108040359605376,84.43002913940323,51.53065015809259,59.85807489734661,13.979047211187392,87.63232541652947,72.45119238555408,92.52485872749776,235.15191396292485
2018-05-24,37.41127339856174,84.686149800333,51.75900278121879,60.13087264226753,14.198000376894866,89.11796244995085,74.61853370545133,92.67242006029758,237.79446204457565
2018-05-25,36.68450980467721,83.51941564695547,51.63341300012904,60.15710452138169,14.039576383157314,89.7244296805174,75.1680223861234,93.7524559517703,236.79226727331522
2018-05-28,36.48637997007012,83.5541640226647,49.930325049520455,59.71674026329568,12.939761268913358,87.50126799446468,74.84745747391148,94.30766666570479,233.13952774709364
2018-05-29,36.05995330226456,84.2203606848238,49.77792325749433,61.34088152832637,13.01284432304125,87.90011314933743,76.53651412654584,94.39515973199404,234.75665402176475
2018-05-30,36.02164340783407,84.14413303233485,48.99492079983329,60.78828743656613,12.744370922766693,88.78661146889641,76.89131857751691,94.21554444776724,234.52084542002387
2018-05-31,36.19485414144066,85.02221920951234,48.820789678732716,60.22978240013837,13.046202005243666,88.40238702398817,75.30671197699384,94.58699707270311,233.83625920342644
2018-06-01,35.24921784653439,83.77667323191733,48.49523166251381,59.69012380922528,12.908939694396066,86.26812719378084,74.63986006453982,94.63964482622352,230.61230769957504
2018-06-04,35.82124826970562,86.11179535175077,50.438983384296975,62.30450436014737,13.43823541762559,87.5306349321249,76.10208724070019,94.31504116958136,235.97899230565088
2018-06-05,36.37299061270797,86.95864302516071,50.50794729122971,62.45839049323108,13.759164721002321,87.84524836789495,76.65934603558942,94.76762637601935,237.43723554525963
2018-06-06,36.889922816042905,88.17761668444071,50.41337869654272,64.06910549619067,13.902128988808846,86.39394920219316,75.15754913028692,84.38374952835508,237.81808551584126
2018-06-07,36.74394005753902,87.62525378151989,50.51660816863591,64.1780891930722,13.934790085085737,86.77218273627876,75.87219522448117,82.90821787530543,238.7597683244692
2018-06-08,35.36301919634942,85.47778070820686,49.34106095186048,63.381204707246084,13.719959006994603,86.05087175770616,74.7254582525736,83.61473277394451,234.48104768226506
2018-06-11,35.3930230140102,80.74975933880577,49.407329476919635,64.3395827908351,14.035086360782362,85.15513280997853,75.36627649005122,84.09554151031267,235.2492925442713
2018-06-12,34.94802278220617,79.29933848815485,48.438761400285344,63.74082391848301,13.49443233834298,85.1866379475959,74.00511859884989,84.14715058512422,232.39889372085
2018-06-13,36.485772752167755,80.4075050225095,50.09662971071575,65.56078942780519,14.166611583235355,82.94802701055991,75.22162369772691,83.6981344083325,237.72259679826695
2018-06-14,36.22386407221487,81.07322368162349,49.91506612887883,65.52588702291571,13.893919669598846,83.38930689468297,76.85557291156567,83.60998156023881,238.53486018641848
2018-06-15,35.54332708400048,79.86061159281391,48.38421231484926,63.46577831417468,13.512967873403143,84.11262746031684,79.8200495476794,83.41981443144907,237.5807565458323
2018-06-18,35.72717158462846,80.01627133682862,48.723349394870496,63.78477454122454,13.629465837423739,83.84508580212955,78.26676315555633,82.30902086772478,237.71780831627564
2018-06-19,35.58399440974743,79.27656256090643,48.40903126262817,64.00267389348029,13.583895058082897,83.00322328422484,79.5970321707643,83.531337544218,236.67879328154473
2018-06-20,36.226172563495986,81.36881725252438,49.97390077079019,66.07321775727873,14.244393656086897,84.30360120073078,79.17957051503974,83.71283942739971,240.70178848887252
2018-06-21,35.75007367233052,81.87648645333663,50.47544328613316,67.47287963240565,14.262108911373677,83.08665018200139,78.38941124319311,83.79755943094432,240.18522821612603
2018-06-22,36.49615125337593,82.69990860681875,51.20818282373606,67.54335818336189,14.634876206781932,83.56532410489876,77.96886368307455,83.48733000255501,242.03050442108443
2018-06-25,36.35410557901834,84.16704494979028,51.65959159289341,67.92079502350052,14.242039893431025,82.82776069484589,77.51656581294694,82.89754815872499,242.056365315856
2018-06-26,36.28008087553314,85.30269241001056,52.093022978819896,68.4506171039496,14.364213672581357,82.99234533640636,79.40373898135043,81.17031394180046,244.68844067472543
2018-06-27,32.8755399839,84.83806743623013,52.21113758646093,68.63187483504858,14.198172708621804,83.95422534521893,80.84349419129089,81.30538070799662,245.4323882843627
2018-06-28,33.062339666525304,84.63676466885101,52.59698644147672,68.92543928583915,14.265296564919016,85.66662048727315,78.95005134263816,80.26310366457218,246.3275165859462
2018-06-29,32.87936277033372,84.09643758605922,51.46069263644834,67.33291478174958,13.799511062151314,88.00936771639596,81.72553981159672,80.02600465264317,247.1855491922208
2018-07-02,32.24160054289876,81.19963126712386,50.09519878079824,64.74269483293195,13.201965482091548,85.40511704843242,79.60589046588588,80.54186366226585,240.46282220351657
2018-07-03,32.50715942359828,80.44515785951818,50.36866547275692,64.11556279688729,13.32859868385126,85.46917769736011,78.19174557766172,80.36445420367689,239.81682147345734
2018-07-04,32.51863649040296,80.96160282285989,51.53557215542272,65.7405494646183,13.551657644343392,86.76251447490483,80.85455163313671,81.51257418699235,243.38918416811285
2018-07-05,32.01558970062431,81.50764569153469,50.97360639759211,64.35004563209705,13.274089012767561,86.92759887172471,80.74088807237437,81.12143017807604,242.2014120991996
2018-07-06,31.64128170863793,80.07284990110084,51.56493511088974,64.24684319436646,13.349319551078976,86.18649155291837,80.12273650202697,80.75480482869331,232.96219772589987
2018-07-09,30.8998384163141,77.18732730753086,48.89976091795842,60.980526821481085,12.942209199339633,84.99442891393988,80.64864760592724,81.53786088850745,227.586370696807
2018-07-10,30.435805855612145,76.88819600254863,49.010024061324806,60.29183580298613,12.938641594778215,85.35517898025495,80.09491468352951,80.82879904727564,226.9849419247557
2018-07-11,30.50881618624655,77.31342888136892,48.77455416375807,60.372101353874946,13.110074327456273,86.06103706548879,82.03547072489977,81.68745612177017,228.23918737384528
2018-07-12,31.441430588569215,78.44321073121736,50.09101125022915,61.717004551881736,13.450611263195933,84.93308531761892,81.68506434174661,80.40053658556238,230.80944090405814
2018-07-13,32.310054301487604,79.1981065431332,50.85213154233916,62.08339728409952,13.5968507525226,86.38703516757677,82.50222812128509,81.37981404151701,233.309293470413
2018-07-16,32.90777906061345,80.28200338819792,51.92247190515167,62.75200164348826,13.89938492781706,86.83544203807718,81.9676773680484,81.6545261647748,235.19804583721555
2018-07-17,33.28103016817661,82.31010700254255,53.669621702210165,63.914248814248644,14.424868037850802,86.81500833414076,82.18312800653504,80.9888030016281,238.42090525855826
2018-07-18,33.52358392219679,82.52449375112042,54.538299070837006,62.70069234668084,13.956441306534398,87.95661205376594,76.54907729225276,81.02641527675694,239.12184970354707
2018-07-19,33.53911243961498,84.4465866240609,55.805045383360635,63.86712664019552,14.164162806523727,87.95129352645381,74.48976440015606,81.02507113055538,240.02109903062356
2018-07-20,32.636296656635565,82.30966641493292,53.907794054906056,61.3829396348369,13.572334168370086,84.69628943943803,73.64738275744463,81.98524239060902,233.4352510471561
2018-07-23,31.236768399926717,79.03487967923492,52.818194356907334,57.338843388200495,12.673732993159698,82.25712226118117,73.20261977910364,81.99916474686253,226.38727590479425
2018-07-24,31.575587384888912,81.27411712948017,53.73515729586642,58.683881994930324,12.706174045839534,84.06625787377251,73.35529242362327,81.30673213160168,229.84168483147144
2018-07-25,30.732718985764176,80.05198945865862,53.49354269858316,58.12506729477092,12.06458777409898,83.45375794447136,73.7182134807482,80.16774264641273,227.91404376563256
2018-07-26,31.23470081926003,81.18876654052762,54.38646073587664,60.31854867278283,12.511655937553753,84.69923288712185,76.98298147688924,79.80986106550831,233.05534361354364
2018-07-27,31.497654367391025,82.06788637035744,54.530357759518665,59.95477893848921,13.132386845363753,85.20724896855654,76.43357905007461,80.40037719880145,233.92664317668715
2018-07-30,31.384659884289135,82.41274707665913,53.85501624016229,60.01462109521354,13.554381649568061,85.56159445013654,76.07660275024722,78.83928042994825,234.1971575822793
2018-07-31,31.271472215781486,81.87744478521108,54.13634905682506,58.63052686364209,13.640432260046857,85.03328380552693,76.22037917856255,78.16024015010728,233.56841259960927
2018-08-01,31.9858362072717,84.03817521918405,54.379662212153505,60.20375598446087,14.161271003522328,83.91853422161407,75.94217496891665,78.26314619836016,235.5474536060682
2018-08-02,32.11376715758039,84.5587208716396,55.5054373018647,61.73289704270182,14.49865527738433,83.98714852353743,75.974033781391,76.94115364996918,237.14464240995244
2018-08-03,32.84914135959609,84.82680390365549,56.094102312889866,61.644110589105445,14.524860675729014,86.00888316649018,76.40200738345027,77.08269857251528,239.43206162860224
2018-08-06,33.95685415603095,87.33813429260464,57.40649466877933,63.71953313718925,14.794478852072544,88.30315487196235,77.30170064187335,76.56760736091931,244.99282103789992
2018-08-07,33.63872216242194,87.49897569922109,57.510480620729915,64.18254867832097,14.787074135551201,88.80165702622394,77.005640587406,78.02648599746392,244.44246737739581
2018-08-08,34.416242867630636,90.22991737392758,58.35717548563199,67.36166498338658,15.676105858020586,90.69943491800431,77.91977488969465,77.59078497296221,250.31800646892103
2018-08-09,34.68335862122421,92.15404879657366,59.326889121831904,67.62266815463765,16.209152037600905,92.17138760954099,79.25473382522424,77.89636646783178,253.6072381144826
2018-08-10,34.14532217028255,90.3082455289291,57.33952377928853,66.32490889965533,15.69925316530702,90.95341242218566,75.46290797113804,77.38122667014323,248.1745675712345
2018-08-13,33.77484935598102,90.04221651361593,56.2265712188452,66.84690823596006,15.52081678419683,90.97890357553175,77.699922203513,78.48069566277348,248.04397308261477
2018-08-14,33.45093488289467,89.15059935654689,56.08012919995993,66.30997430685143,15.234515336123911,92.43309347132755,78.04764868948853,80.06059490890158,247.14078058399528
2018-08-15,34.533509911057756,91.46039640578968,57.95096359898688,67.57804770051612,15.615105236508482,94.03722623691078,80.02063065227514,79.71414341151943,252.68581918774302
2018-08-16,33.73510598815928,88.58229385660627,55.4258634483287,65.54274092286971,15.240393098552053,88.42341547593118,76.85218925650884,80.02682697044335,246.25131309308492
2018-08-17,35.01174221471159,89.3751020114796,55.950762466919755,67.92819558831123,15.865377305325994,89.85673574448283,77.72983510588844,80.04523557683552,250.72090859423574
2018-08-20,34.54241048522209,89.48479424629275,54.986063409987054,67.63778229391592,15.748395936929919,88.81975027156814,77.19884004107101,79.76260213838272,248.93720386914023
2018-08-21,34.35711940289777,88.05981862163473,54.58032070937608,66.02121951365616,15.666981291796766,87.17682611698133,75.90356275533576,79.54350673508628,245.84336231609245
2018-08-22,34.587270287442436,88.26078827903335,55.0317091797494,64.62851077259575,15.665532556250264,85.19259857970412,76.9977611654015,79.48427061954443,247.65350019119262
2018-08-23,35.163840343149126,87.25925602061413,53.840673672419435,64.30661763802198,15.382093085639104,86.61596591118469,77.27333347725444,78.22139824718396,248.37247221919287
2018-08-24,33.4891023042179,84.26678766471,52.040205031039505,61.73160410548521,14.821022980716286,86.62217309179373,76.64079830203818,77.2329973651298,243.4124780522153
2018-08-27,33.84638580070068,85.1818776894956,53.0619013067502,61.64019552907058,15.576272767873252,85.92239052923074,77.20886097640687,76.0551181857849,245.62353814604919
2018-08-28,34.78119741484168,86.52014238385973,54.37624745606056,63.08075536200851,16.05103687651447,88.18430194580353,78.08882761657206,74.62275891574299,250.98389706245803
2018-08-29,35.1497085189145,87.54013494941164,53.960106727148975,62.779279974578294,15.994870576595064,87.96841280874807,76.67180036760972,74.19565858445347,250.64933147462455
2018-08-30,35.65873195537074,89.21115179592094,54.67045985123435,63.40093800524049,16.381416095418462,87.5514106641707,75.49413868245847,73.4777506435113,252.12318434396317
2018-08-31,34.958083052004675,88.2222351278423,54.49888615476702,61.536455364660355,16.027118334294506,86.85622758046397,75.45414249560828,73.61698442474464,249.44342287016258
2018-09-03,34.210209455282964,87.0083730918232,54.39630612887431,59.186532995334424,15.708129625355289,87.65026332390383,75.45137733229657,74.08739837835134,247.16210103363431
